text	label
This is a great addition to pancake and waffle batters, especially made from scratch and/or yeast-raised. Easier to balance the taste and the moisture level of the batter than with liquid buttermilk.	positive
Part of a costume for hippie fest.	positive
I gave this as a gift and was told today that this never worked and Also destroyed to VCR tapes while she was trying to make it work.	negative
does what it is supposed to do.	positive
Haven't used yet but company is super easy to work with	positive
Used it for a very short while and phone froze! Its DEAD! Seller is not very helpful... JUNK!!!	negative
A gift for my daughter.	positive
These are great but I've purchased 2 of them and they aren't very durable. I'll keep buying though.	positive
We really like the quality of this trimmer, and it does an excellent job trimming around the fence line, shrubs, and our many trees. My only issue is that it is a bit on the heavy side; which is caused by the battery weight and the fact that greenworks built it to last. Very easy to change an attachment.	positive
It feels noticeably heavier than the Apple brand cable. I love how low profile these are! Arrive on time. The packing is fine. It's worth so much money. A cable that was long enough and sturdy enough to hold up to using it on my Apple devices. The braided cable looks sturdy and so far, it has worked well. The length is very good. The speed is very fast. Family all like it. Super value products Will buy next time .	positive
very comfortable but for $30 i would hope these flip flops could give me at least a few years worth of wear. couldn't believe the toe strap broke in the middle of my trip. how disappointing	negative
Works great so far. Great color and texture. The only minor (minor) issue is this: the velcro strap that allows you to wrap the wire up and secure it doesn’t fit over the plugs, so instead of conveniently adhering to the wire at all times, even when not being utilized, it is unattached.	positive
Great quality! Stands up through sprinklers, heavy duty, good size, polite and to the point, and actually blend in well so they are not obnoxiously obvious in the yard	positive
What the description did not say is that the lens is plastic instead of glass and since I use this as a meat thermometer I am worried it will melt--a glass lens would make it more durable. probably OK if used in a cool environment but not around a stove or barbecue	positive
Not for drowning out snoring. They will work for anything else.	negative
Use it daily! Great machine and easy to use	positive
This product comes much too large to use on a laptop. My computer is 15.6” and it towers over the mouse area.	negative
This is very thin and cheaply made. Really expected heavier fabric for the price.	negative
Love the bag... pockets are much bigger than they look! My 8month old GSD weighs about 50 lbs right now and he bag is a bit too big for her. My only complaint (and reason for 4 stars) is that the straps do not stay tight. If we go for a walk or run the straps end up loosening and then the bag starts sliding off her. I am hoping when she fills out a bit more we won’t have a problem with having to have the straps so tight.	positive
Doesn't connect, doesn't turn off/on easily, horrible	negative
Amazing quality! Especially for this price!	positive
I ordered the iPhone x case and I got this. I order on Amazon often and this is the first time anything like this has ever happened	negative
It needs Velcro or something to keep it under their chin. Falls off pretty quickly.	negative
The makeup is so watery and does not go on well.	negative
The battery life is very short always need to take down and recharge. Also they fall frequently from cabinet.	positive
I have really thin hair and these work. This is my favorite style of clip.	positive
It's perfect Looks just like the picture	positive
My kids have had so much fun with these! Only problem is that they break easy and the connections are a little hard for my little ones to get together. But for the price I’m willing to replace them when they break. My kids have been able to make different shapes and swirls and enjoy using their imaginations	positive
Meh, it’s ok. Sometimes it works great other times, even when there is plenty of bubble liquid, it blows very few bubbles. For the price I expected a little more.	negative
Oh my oh my, this us the second pair because I had to exchange the first pair as the button hole was closed, leaving no way to button them. The send second pair arrived just the same. My neighbor is a seamstress so she cut it but what a pain and she's not sure it will hold up long. Not a happy customer.	negative
This product was a waist of money. Did not work as advertised. Will say hand sowed seeds and covered with straw they did grow. There is nothing hydro seeding about this.	negative
This is exactly what we were working for and has held up under the strains of carrying daily lunches for a middle-schooler!	positive
It’s alright but the cut of the top looks very awkward and unflattering around the armpit	negative
I started with too fine of a bead, then I switched to this, worked great for removing old finishes.	positive
"I ordered these for my grandson. They are extremely smaller than they show to be in the ad. It should say ""enlarged to show detail"" or something to that effect. My grandson was very disappointed with them."	negative
They are heavy for swimsuit and really don’t do much	negative
The bars that arrived were old and discolored. They were inedible. Usually these granola bars have a shiny chocolate coating and pieces of course sea salt. I contacted the seller and never received a response.	negative
The holder's pad clips and/or pad rattles when empty and when in use. The holder's bottom support clip does not accommodate my Galaxy S5 OEM cord. Despite these nuisances, I use it often. Would not buy it again.	negative
Received a portfolio not a standard case!	negative
This tent was affordable but I was disappointed overall. Setting it up was fairly easy at first but I found myself struggling to finish securing the canopy portion. The tent blew over in about a 10-15 mph breeze and one of the metal supports snapped, even though I staked down each corner of the tent. I wish I’d bought weights. Next time I will pay more for a more durable tent.	negative
This is absolutely the best warmer we've bought! Love the dimmer - so we can use it as a night light and then turn it up for fragrance during the day. The only draw back is that it takes an unusual light bulb. It is not easily swapped out. You'll need tools to take it apart when the bulb dies.	positive
This arrived in a pool of itself. The packaging was terrible the product was all over the inside of the box. I'll never buy from them again.	negative
Great deal fast service	positive
Didn't do anything, unless you never clean your ears. Waste of money!	negative
The only hangers I will use! Nothing falls off of them....	positive
The camera itself looks nice and sleek however I am not sure how to mount it. There are no directions for it. The instructions for the actual camera are not clear at all. It almost looks like a kindergartner wrote the instructions. I'm having a hard time getting this thing started.	negative
The headphones are slightly heavy on the head. The noise canceling is good and the sound quality is good. I would definitely recommend buying these headphones for the average listener. You are not going to be blown away by the noise cancellation or sound quality, but I overall a good set of headphones.	positive
I really liked this movie! It did look a little cg'ish on my 4k TV though. But that is the TV's fault, not the movie.	positive
Poor quality waste of money.. It only lasted a week. Don't waste your money.	negative
I found this has the most satisfying and authentic taste for use in cooking, and the price makes it good for saving against the purchase of many smaller containers if you use it enough. If you don't use it that much, you're better off forking out more per ounce on a smaller size.	positive
I love this mirror! Super cute and a lot bigger than what I thought it was gonna be.	positive
I have noticed some results. After one treatment, the next day my nails looked cleaner. It's been a week now and still good results even though things are moving slowly. This is the best product that I have found after years of other products. I have some hope now.	positive
I kept sliding down the ramp. Returned it. This is too big to travel on airlines as well. It would almost take up an entire large suitcase.	negative
You the chest strap attachment in this kit is super sick. Strapped that thing on when riding motocross yesterday and came up with some killer shots. I forgot I was even wearing it most of the time	positive
It takes so long to take the bill in don’t buy I bought 3 for my store is not worth the money $30 is fare	negative
Worked well now hope it will stay closed	positive
They are very good gloves.there soft to work with.	positive
The product was damaged but I can't return the product.	negative
I paid for a 16 slot organizer, i recieved a 12 slot. frusterated. now i have to figure out if it's worth it to return to sender cause of this piece of ****. DO NOT order from this company!!!! plus they charged me for the more expensive one too!!!!! & they sent the wrong color!!! will update when i can get a response	negative
My whole box came melted	negative
I'm not a photographer, was just trying to improve light when taking pictures of things I was selling on offerup. It helped a bit.	positive
"6 inches, anyway I measure.. I order ""2 large"" pieces and they were VERY small seems.. won't be ordering them buyer again SNS.."	negative
DEADLY DESIGN! Purchased these to put on my dogs collar because she escapes our yard sometimes and I want to be able to find her fast. Had this chewed open in a few days time. Button batteries are deadly to children and pets! Do not take the chance with your loved ones! DO NOT BUY!	negative
Very poor material. Also very messy and could not see the imprint well. Was also discolored along the edges.	negative
"Maybe I except too much out of earbuds, even if they're ""durable"", but I was nevertheless disappointed when these stopped working less than six months after I got them, with only three months of continual use. One side went out first, and then the other followed suit. Cordless ear buds are looking more and more favorable. The sound was good for the price, if a bit heavy on the lower ends. Gets the job done."	negative
The cups are good and sturdy. Great for my baby shower.	positive
Does what is supposed to do, but not for long wear, it irritated his groin area. He was sensitive and in pain for a couple of days.	positive
The group of stories are well put together. It is nice going through them.	positive
Huge gash opened in slide on third use	negative
meh is all I can say	negative
Beautiful design. Came early.	positive
No more single pieces for me. This one big piece no slip for bathtub is great! A little tricky to put on but stays in place and we don't slip.	positive
I bought this to replace an older dirt devil but the one is like it's cheap cousin. It works pretty well for the little I use it but it doesn't feel sturdy at all. I don't think it would be good for daily use or high traffic places.	negative
Keeps the straw and mud out of the house. Makes life a lot easier. It works and looks good.	positive
Unfortunately we didn't think to test these until we went on vacation, and 1/3rd of our order was broken, and it was past the return deadline. Otherwise would have been a great deal.	negative
1. The product came laden with a very high chemical smell. 2. The pads have scratched my glass aquarium. I would not recommend this product.	negative
I got both colors. The black one I don't recommend as it leaves tiny black lints that can go in with the pumped milk. I didn't find the issue with the pink one.	positive
I received the box and the part between the base and the seat was not enclosed. I reached out to the company and they do not carry parts so I have to exchange. I do not know if I will re-purchase this.	negative
Opening is good the settle down starts to smell a little cheap but then picks back up after a while, good cheap fragrance	positive
Case returned... The magnet was so weak it would not stay together to hold the case up	negative
They sent me two sealing rings. One of them was broken, so I texted them and they sent me a new set of sealing rings	positive
The smell is too strong I wouldn’t put this on my baby girl, I probably wouldn’t wear it all the time either.	negative
I installed these on my 2017 GMC Sierra to cover the 2 stake holes for installation of a tonneau cover.	positive
Nice compact design, but unfortunately mine stopped working one day after receiving it.	negative
Loved the hair brush straightener. After using a heat protector, my hair turned out smooth and straight.	positive
"I ordered this as an ""add-on"" to a table centerpiece. I received a hair piece instead of butterflies..."	negative
I order the dress M but it came so stretched and long.	negative
I store my bike on my front porch and I’m always worried that the elements will get to it. This cover completely solves that problem. The fabric is durable and easily fits over it. I especially love that easy access for my bike lock. I would definitely recommend purchasing.	positive
Not happy. Less than a month and is starting to peel off.	negative
"I loved the cover, but it wouldn't fit on my new 10"" thick futon mattress. So I will have to return it."	positive
Sound quality is acceptable, but battery life is nothing near what's stated. They only last about two hours (after a 52 hour charge). They also switch modes on their own. I'll be listening and suddenly one of them will announce it's changing its operating mode. You might end up with just the left bud continuing to work, or they might both stop playing. Very disappointed after having read the other reviews; but the old adage is you get what you pay for. (I WISH REVIEWERS WOULD USE PRODUCTS FOR A FEW DAYS BEFORE WRITING REVIEWS.)	negative
Lasted less than 3 years for occasional use.	negative
I'm really pleased with this item. I am always rushing in the morning and never have time to look through my earrings, so I end up wearing the same ones for months. This book makes it so easy to keep earrings organized. I'm excited to start wearing all my earrings again.Cheap price and good quality	positive
Thin, easy to install and perfect for wrap around case too!	positive
They have delivered me a broken guitar.	negative
Bristles break apart from handle and bamboo is not treated with a nice smooth finish. Feels like a dry piece of wood every time you brush.	negative
So easy to put together!! And love that it fits multiple pot sizes. You can’t tell it’s adjustible with pot inside. But thinner than expected.	positive
Poor quality. Zipper was broken before getting it on	negative
Didn’t work on my bike and kept blowing the fuse. Company tried to say the problem was with my bike. Ordered from someone else and returned this	negative
Very comfortable. I feel wealthy when I am wearing it.	positive
For glare and rain very good.the looks of my last post was better but I believe this pr.may have a more stable frame	positive
Like the other reviewers I've had issues with stripped screws and difficulty getting wires in. Not worth the hassle.	negative
Does what it supposed to do	positive
I use this on the side of my refrigerator at work. For the most part I really like it and it does what I expect it to do. If I get a little too rambunctious, I have pulled the whole thing off of the refrigerator, so I think it would be perfect and 5 stars if it had a bit stronger magnet on it.	positive
I use this product for strengthening my upper back and arms. I only use the heavy band and it works well. I doubt I’ll use the other two weaker strengths.	positive
This leaves streaks and smears everywhere. I wouldn't touch this stuff again. Even if it was free, I'd toss it out	negative
I ordered this for my mother for Mother's Day. She LOVED this machine the first month but has had nothing but problems with it for the last 4 months. It leaks while brewing and it doesn't even turn on sometimes. Now, it won't even turn on at all for her to make her cappuccino. Extremely disappointed that I spent this much money for something to break less than 6 months later. NOT WORTH THE MONEY!	negative
Very satisfied. Usually there's a smell in this kind of pad before use, but this one smells fresh and can be used directly without wash! ( I am such a clean freak and sensitive to weird smells)	positive
This is about the cheesiest seat I have ever seen and for the price it is pitiful. The fabric cover is very light weight and cheaply sewed. The buckle that goes together is extremely hard to work and my 7 year old granddaughter had to come to me to take it apart. Looks much better then it really is and I believe it should at least operate easily for a child as that is who it is intended for.	negative
So cute and good quality!	positive
This planner has been very useful, and everyone who sees it loves it. It attract great energy! The planner is functional, and keep me in line. I would suggest anyone to purchase it.	positive
Smaller then I thought	positive
Cannot keep buttons on this jacket. very cheap poor quality	negative
I used this as a photo booth backdrop, worked great.	positive
Does not work! I have a 7 Plus and it doesn’t work at all.	negative
I never recived my order	negative
This nailer is awful. It came with brad nails and it does not push them in half way. I ended up hammering them the rest and some bent causing damage to the wood. I am returning immediately. Unfortunately I ordered more brad nail sets that didnt come in so they will have to go back to	negative
I'm very happy with this purchase and can't wait for hubby to redeem the coupons.	positive
These are absolutely beautiful! I like that it comes with a card for all the ways to wear these! they are reversible too! well made and a great bargain! thinking about ordering another round!	positive
"Their voice response system is very difficult to navigate and get to the point where you can actually speak with a real person. They don't respond in the time frame they say they will (for instance ""you will receive an email back from us within 48 hours."") Bull. I would not buy a Square Trade warranty ever again. Ever."	negative
Meh? Cute and worked good as a handle. Wasn't strong enough to keep my phone afloat, but can make it easy to spot in shallow or clear water.	positive
Machine works well, magnet seems less strong than machine from Grainger	positive
Never got the olives broke in transit	negative
I selected this feeder because it promised ease of cleaning. Instead of having to unscrew the base of the feeder, two spring loaded tabs are depressed and the base pops off. Great idea, but the first time I cleaned it one of the tabs flew across the kitchen and could not be reattached. I am still using the feeder but have to cram a little piece of wooden matchstick in the hole.	negative
Not actual size. Runs about half a size small. Normally I am an 8 but I need an 8.5 in this shoe. Also if you have wide feet, you may want to go up a full size. The straps are a little tight.	negative
We use this Sunday mornings for the youth at our church. They work great, we love them!	positive
They way it look the advertisement appears to look like you getting more than one can.	negative
awesome daily devotional. My 15 year old daughter has really enjoyed it. Very solid teaching.	positive
Works perfectly for storing my AMA-mini media player. I read complaints that there was no Velcro strap to secure your device, but there is actually one that secures it to the flat center piece so I was happy to find that feature. It was a perfect fit for what I needed it for and feels really sturdy and well made.	positive
Just like the picture!	positive
I really like these lights. 2 issues, though: 1. One end of each string of lights has an approx 1” white battery pack. So you have to be able to hide it, unless you’re ok with that look. I was not. 2. Also the battery life is short. I left a couple of mine on overnight, and by next morning those strands were dead.	positive
Very disappointed. For the price, I thought they would sing the words to the songs so my grandson could hear and learn the nursery rhymes. I do not recommend this at all.	negative
At the waist it was too big where it bows out	negative
Not as stretchy as I was hoping.	positive
They are pretty but the pearls started falling falling off as I was taking them out of the package. Not very happy about that. Don’t care for needing to piece them back together or the possibility of more of the pearls falling off. 🙁	negative
Product ran significantly smaller than advertised. I read other reviews, but I did not see anything about it being small. It was form-fitting not loose and flowy.	negative
Unless you are a seamstress don’t bother. It fits really strange on my little one.	negative
Rotate the ball clockwise or counterclockwise to scroll up or down the page. I thought the silver edge did this, but I was wrong. This performs fine. The driver from the website did not work, windows driver did work.	positive
I have been using the hard side holder for a few months but it became too cumbersome for the number of cards I have to carry. This one is easier and has more room for cash. And I haven't spilled cards all over the store floor since I got it.	positive
Not great, hard to open.	negative
This was a replacement pair for ones that were broken smd the plastic nose clip cracked after minimal use. With the issues we have seen with vanquished I would not recommend them for competitive use or practice	negative
good little saw but broke the blade cover off after 2nd using . company quickly replaced it for free.	positive
It is not only slots machine, but winning clubs,contest, and the best for free chips on the fan page.	positive
The knife itself is just fine, nice quality, and I really like the case. However, the sharpening tools were not sent. I contacted Amazon and they had me reorder and gave me a label to return the first one. The second Hori Hori arrived...and, you guessed it...no sharpening tools included!! What a rip off!! I'm contacting Amazon again!	negative
Overpriced, lower level french pate. If you like dog food, this is for you.	negative
These are ok. They have a strong medicine smell. I choose them because they are on subscribe & save	positive
Works good, but doesn't seem to have the power my old dinosaur of a hand mixer had that I bought back in the early 90's. Happy with it, though.	positive
Worked for 3 days and burned out.	negative
Be careful with sizing. I ordered a size up and they were way too big. They are constructed of thin materials but seem very warm.	positive
Junk. Springs that were suppose to hold batteries fell out upon opening. Not installed properly. Will not last 2 weeks!!!! Don't buy it! I was out of town and missed return date by one day. Can not reach Amazon so I am out 10 dollars.	negative
Awesome sleeves, great quality.	positive
Only wear two times an it change	positive
Don't use liquids if you don't want them covering everything in your lunch bag. The only thing good about them is their size.	negative
Dis honest seller! I really thought I was getting the pair which I was wanting the smaller one. This is bull shiz Amazon, not happy at all!	negative
Daughter likes them but very cheaply made	negative
I bought this damn thing so that I wouldn't have to style it. So much for that	negative
The shampoo bottle was not sealed , as a result, a lot of it was spilled out in the package. The shampoo also has a rotten smell.	negative
Love this pillow for myself. My baby doesn't care very much for it. Average price.	positive
Cheap quality, but functional.	positive
Very easy to install, and the kiddo (3 year old) can reach it no problem.	positive
"The bracket is universal for most bikes. It will need a test fit. The allen head nuts are a weird size.about 0.10 "" or 2.5 mm nuts 5/16"" , Captive nuts are hard to start. I wish the screws were longer. The rear reflector will have to be moved the back rail"	positive
Great earnings. They are beautiful.	positive
Cute beds, easy to put together, but the smell is overpowering. Formaldehyde perhaps? I washed the bedding and have left the beds outside for 2 days to air out and they're still too strong to leave in my child's bedroom. Daughter is really upset that she can't play with her Christmas gift yet!	negative
These bookends are super cute and LOOK great, but they are NOT functional for kids! They only hold books up if they are tightly against the books, but it is VERY difficult to get the books to fit in there and they get pushed over very easily. It's too much of a hassle to return, so I'm keeping them, but they are more of shelf decorations and are not functional.	negative
It is a cute notebook and i dont hate it but honestly it is not worth the money. Like the binding is so fragile, i ripped out just one page and the binding is kind of messed up and maybe will start to fall apart sooner or later. I was really hoping to love it it but sadly it did not, so i would not repurchase again.	negative
Ordered two organizers and they both came in cracked and scratched after week of waiting. I’d return then if there was no fee for shipping. It seems like case is thick enough even though it’s cracked and scratch. Going to keep them but it’s not for long term item.	negative
Just as it’s described. Very useful, and a must for manual machining.	positive
A great read on what's going on in the non-published world.	positive
I loved the colors but was extremely disappointed to find two holes in the butt after only one wear during which I was sitting on soft upholstered furniture, most of the time around my house. There should not be holes in them after such gentle wear. I won't be buying from this brand ever again. If i wanted to throw money away I'm sure I'd find less disappointment if I just threw it out of my car window.	negative
Great aesthetics but very poor material and overall construction. As noted by at least one other review, the trundle will not properly fit.	negative
We love these! But... These aren't the normal size, they are larger. Not that its a problem, just want to make sure you know.	positive
Works fine. And easy to install	positive
Beautiful jacket however some people’s jackets had a beautiful floral lining and mine did not but it doesn’t take away from the beauty of the jacket. The reviews lead you to believe you need to size up for larger arms and breasts but you don’t. I am a 34DDD with muscular arms and had to return my Xl for a L and that has NEVER happened to me. I will definitely purchase in another color as well.	positive
Great for soccer games outdoor in the cold.	positive
Love these garden claws -- I have my own set and have been buying as gifts to friends and neighbors!	positive
I put it on last night and haven't dropped or mishandled my phone once yet somehow it's already got a fine crack in the glass. plus the very edges of the protector won't lie flat on the screen.	negative
Far too small. Size chart not even close to being accurate. Very disappointing.	negative
I have only used about five times. The string that adjust the umbrella broke also the whole top came apart. A rib it broke.	negative
I like this watch, it looks sharp and has great night time illumination. the automatic movement works great.	positive
This book is such a hot mess. It's so dumb, I think I'm just slightly dumber for having read it. It sucks away your IQ points it's that stupid. I feel like going to the author's house and demanding that she come over and mow my lawn to pay back my time. If you like the matchmaker series, skip this one. You'll be doing yourself a favor.	negative
Cool backpack. Zippers are a little cheap	positive
These do smell nice but they don't stick well or work to keep bugs away.	negative
The Bluetooth app kinda sucks it doesn’t have any preset colors or modes it would be nice if I could hook it up with my color changing light bar other then that the lights are ok for the price I would expect a little more	negative
Perfect for my party	positive
The cable is extremely stout, it is braided so as to resist snags or crimps (to a degree) and the tips are extremely strong and well made. I like the velcro strap as well and appreciate that for storage. It is a little pricey for a USB cable but it's definitely worth it so I'm not dealing with a broken cable when I least suspect it.	positive
This would be great if the lip/cap would stay on. But a hard cap on a silicone pouch is impossible. You squeeze and the cap fills up around the edges and pops off instantly, getting batter/icing everywhere.	negative
Had to rewrite review. Charger broke within 10 days. Furthermore, the company offers $5 gift card to anyone who writes a positive review so most of the reviews here are clearly fake.	negative
It does protect the screen but seriously hampers your ability to use your finger on the screen, especially with about 1/2 inch of the edges. If you use the pen it works perfectly but otherwise quite frustrating. I am looking for a different solution.	negative
The macro lens works only about 10% of the time, which is a big disappointment (without a case on the phone... it just isn't a functioning lens). The rest, after a couple of months of trying, were very disappointing as well, even with a very slim case on my iPhone 7. A couple of them get black edges/corners effect quite often that can't be removed no matter how carefully you place the camera (even without the case). Mostly, they're just fuzzy, even when attached without a case. Really, really not worth the purchase.	negative
The best earl grey I've ever had - its the only one i'll drink now !!	positive
Ordered chocolate milk and did not receive it and then I learn that this item is ineligible for return. My child tasted the one I received - hates it. So I am stuck with $30 worth of Milk that I didn’t order.	negative
This product came defective. I missed the return window and so now I’m even more frustrated. I had to take it to a special key store who charged me $60 to program and cut my key, only to find out that the key was defective and they were going to charge me anyway. So now I’m $100 out, when I could have just had the dealer take care of it in the first place. They told me people bring keys from Amazon all the time and they don’t work a lot of the time!	negative
Really nice fit and good material.	positive
Not made well around the toes. Little tie sticks out	negative
I got the Black on Black one and I love it! I can wear it going out or to work everyday! No gadgets just the time and date, it’s also comfortable and will get even more when the leather breaks in so far no issues!	positive
"Adhesive completely gave out within 8 days of application, just fell off phone and won't adhere now. When it was on phone the glare off of this was horrible. Phone was almost unusable in car or outside because glare obscured phone. Would not have purchased if not for the ""Amazon's Choice"", feel like Amazon should refund everyone who purchased this especially since they have since removed the ""Amazon Choice"" designation. Horrible product give us our money back."	negative
Not as good of a quality as I thought I would be getting. I put painters tape around the edges because they were sharp and already had rust. It was also dented in some places.	negative
"This particular Pop! is of lower quality, which explains why it was an ""add-on"". You can see the glue at the back of Benny's head, and the paint job on his face is less than stellar. Just goes to show, you get what you pay for. I will not be buying something as an ""add-on"" again."	negative
I swear by this stuff. I work in public as soon as I feel anything funky in my throat i use it. Especialy on airplanes where the air is questionable at best..Good size for travel.	positive
altho they are nice only 2 out the four would go over a wood. the other two I could not even get over my Hybrid. also after using for just 2 weeks one has a hole in it..the hole is not anywhere that could possibly be stressed....would not buy again..	negative
charms are bright, painted nice.	positive
I bought many times, very good products	positive
These are see through if you bend... at all. If you dont bend, they are perfect for you.	negative
Good product but some may find the accelerator cover difficult to install. Takes significant manual strength and instructions could be better.	positive
I bought this product as a birthday gift for my dad. He absolutely loved it and so did I! It's exactly as advertised.	positive
These are by far the worst plates I ever saw. Quality is horrible and the plates are poorly made not worth the money you pay.	negative
I’m sure this item would’ve been great, had I received it. They delivered it to some stranger, and let him sign for it, and keep it.	negative
A must have for pc builds and any electronic project. It also works like a datasheet with many interesting specs from different brands and dimensions	positive
I purchased this for the corner of my shower. Instructions were simple, easy to follow. I’ve had it up for a month now and it seems sturdy and doing the job. My only complaint so far, is that I ordered the shelfs with hooks and I received ones without.	positive
These headphones needed to be returned they never worked.	negative
Beautiful filled with candies for kids as a shower gift. Lol..	positive
These are great! Definitely get the strawberry ones!!!	positive
Really like the crank arm set. I did have to add more blue loctite to pinch bolts. Because they would loosen. Not a big deal, still very happy with it.	positive
Very pleased with this glitter adhesive vinyl. I needed small sheets and an assortment of colors so this was perfect for my project. It cut perfectly with my Cricut Explore air 2 (custom settings, glitter vinyl). I did a test cut 1st to ensure my settings were correct. It cut and weeded like butter and was the perfect touch for my project. Very pleased with the product and assortment of colors.	positive
Purchased in the past for my husband. They are very large and good quality.	positive
Seem like fake Huggies. I bought some from costco, was awesome diapers but these are too light, keep on leaking	negative
didnt like the way the sheets feel with it on	negative
although a pain to do this necessary step it is required	positive
The ordering process was super easy, the product shipped quickly and was received in perfect order. Even better, these snack bars are tasty, great consistency and amazing flavor. I'll eat these every day as a quick snack in between meals.	positive
Bought this product in the March and my right headlight has gone out now twice. Lights look great but for whatever reason one of the bulbs is faulty.	negative
The main feature on this system, the wireless charging dock, stopped charging after just 5 months. After doing a little research, it’s a very common complaint!!!!	negative
Came missing pieces. Incredibly flimsy. Tricky to put together the top part. Wouldn’t buy this again.	negative
Awesome that it came in a pack of 10 for $8, way cheaper than autozone or anywhere else but the only thing is that it's not as bright as I hope but it does what it need to do and I'm happy with it.	positive
Nice size for single people like me. Instructions say microwave it for 3.5 minutes. I like my rice a little more softer so after the 3.5 minutes I add more water and microwave it for another 2 minutes. I just wish they didn't cost as much as they do. One dollar per cup is a bit high.	positive
I’ve had these less then three months and they have all stopped working and will not charge my iPhone.	negative
Too big for my face.	negative
We love it! Works perfectly. Good coverage	positive
Giving two stars ONLY because it is working. Item is used...looks to have been dropped as it has three small chunks/scrapes on it and had finger print smudges on it. Box was sealed and item looked “new in box.” I’ve noticed I’m by far not the first to complain about being sold a used product by this seller.	negative
Did not work once it was in the water . the pouch camp opening up letting water in thank God my phone is waterproof	negative
I like this phone holder very much. Does exactly what I expected. It is not bulky. Pretty shade of purple.	positive
"Nothing special to see here, not the best cheapo earbuds but certainly not the worst. Comfy and stay in well enough for the treadmill. Only ""complaint"" would be the small bit of plastic covering the openings to the drivers. I'm sure it was there to help protect the longevity of the product but it significantly dulls the sound of the earbuds so I removed them."	positive
I've owned/tried much more expensive mats and haven't found on that performs any better than this one and it is truly easy to clean!! There are so many out there today and its hard to filter through all of them or to truly know which is better but I will say this one was a great buy for the money.	positive
Had to buy another because I didn't clip it to my BCD and watched it sink 100+ feet into the abyss during my safety stop. These are good to have on you at all times, never know when or for what purpose it will be handy.	positive
Not only did I find this story exceptionally well written, but thoroughly engaging. I am admittedly more of a sword and sorcery kind of guy and while this tale was more sorcery and less sword I nevertheless found myself eager to pick it up again each evening before bed. The story built up through action and adventure, heartbreak and triumph, and betrayal and discovery. Thoroughly enjoyed this story.	positive
