text	label
穿起来跑步脚底很滑，不舒服。6月14下单购买，26号才收到，不清楚卖家是不是不想出运费，是自己送过来的。	negative
不想换了，麻烦，寄过来的时候底部凹了一下，上面盖子又盖不稳，	negative
买了看过几次，讲解的太抽象，初学着不适用	positive
这本书虽然没有什么特别深的内容，只是说每个小朋友都有不要上幼儿园的时候，都有自己不要去幼儿园的原因，别的什么都没说，但是书的最后一页，画的是他们在幼儿园里玩的特别开心的一个画面。我觉得小朋友看了，会知道，哦，原来不是只有我自己有时候不想上幼儿园，每个小朋友都一样，都有自己的烦恼	positive
酒还没喝，不评论。单说这包装实在是太差了，外箱是破的，酒盒是松散的，快递刚到我都怀疑是从垃圾堆里捡来的，一路过来酒没破简直是奇迹。	negative
扯得太远，花了很长时间才看完。没有什么意义！	negative
之前给妈妈买的6.5码的，她说穿着紧，就是鞋口的地方太紧，于是我买了7码加宽，结果她说太大了，身边39鞋子的阿姨穿着也大。。。只是大了半码区别怎么这样大，另外，妈妈的脚是37.5或者37码的。。。。	negative
本来还很忐忑犹豫，现在看来宝贝是正品很棒	positive
如果你只是打算饭后茶余翻看，可以买一本看看。如果你打算正襟危坐到书房，秉着研究的态度了解道教文化和历史，建议不要买了。这书谈不上什么严肃认真的研究态度。	negative
小小的收纳盒放茶几上很方便，还蛮精致的。	positive
书是影印的，照片很不清楚，物流居然不打电话通知你，晕！	negative
用了一年都不到，所有的皮都掉出来了一看就不是正品，对亚马逊很失望	negative
不是很理想，用了一个月了，还是有味道，没办法在给宝宝用了。气愤	negative
这本书内容很适合分手的人，也适合处于叛逆期的孩子，更加适合父母。	positive
因为是考研用，一拿到就开始阅读笔记了，也就不好退了，读了半本书了，有遇到几处不是少字就是多字，而且挺可疑的，错得有些离谱	negative
2016年4月过期，怪不得卖这么便宜，原来是临近保质期的，也好意思拿出来做秒杀	negative
商品已查收。美中不足的一点——售价比定价还高。定价是12.00元，这卖家售价12.20元。不厚道。 商品本身很好，里面有临摹的薄纸。从基本笔画说明和练习开始，到字母，再到单词和短语，最后是段落和应用文写作实践，由浅入深，通俗易懂，老少皆宜。good enough。	positive
发货很快 头天拍第二天就送到了 质量还行 对得起这个价格	negative
质量颜色都不错，175 65kg选的S刚好	positive
书本身不错。希望能梳理一下故事发生的顺序重新排序，不然看得有点奇怪。还有翻译明显是几个人分开翻的都没有仔细核对，记者和警官的名字一本跟一本不一样，这是出版社的锅也没办法	positive
非常糟糕的购物体验，货品质地糟糕，收货时间为两三个月时间，非常失败的购	negative
收到的笔记本配置和网上说明有差距，怎么会无独立显卡，这不是忽悠人么？	negative
款式和颜色比较漂亮，手感和纹路明显不是真皮但还是收下了。用了一个多月，不小心被指甲油泼洒腐蚀，如图，一看就是一层薄皮革，绝对不是真皮的。	negative
原本【预计送达日期】显示为2月8日，还在担忧不在家如何收货，没想到今天就送到了，距离下单成功过去了10天，距离发货过去了7天，速度很给力！	positive
和照片的颜色差别非常大，而且号码偏大，质地也非常一般。像劳保用品店里的棉衣！尽量不要购买了。退货流程繁琐，周期非常长。让人望而却步。	negative
没有想象中好用，不单是效果没有，很容易引起头昏，慎买！！！	negative
快递太差劲，没送来就帮我签收了，本着相互理解的想法，觉得快递小哥也不容易，我也没说啥，结果第二天又没送，各种理由和借口，第三天又不说明具体配送时间，难道我要一直在家等着你吗？就因为我好说话就这么折腾人吗？那我以后还是不要好说话了，下次在提前签收试试看，投诉死你，简直了，太不像话了	negative
第一次在亚马逊购买书，太失望了。纸质很差很黄很薄，最重要是还皱巴巴的，以后不再回顾亚马逊了	negative
质量很不错，对宝宝皮肤没有什么刺激，很满意，包装很不错，卖家服务态度很好，快递很给力	positive
要求尽快退货，《北大授课》和《中华文化四十八堂课》内容一样，我两本都买了，这是误导大量爱书之人...	positive
1、物流快，服务好； 2、书的页码有漏印现象，但不影响阅读	positive
很不错，经济实惠，卡片很多，而且还是常见的东西，小宝现在能认不少东西了，赞	positive
感觉没有原版写的好，而且原来的封面比这个摸起来要有感觉一些，推荐大家去书店买，价格也没隔多远	negative
我和朋友读这本书给小孩子时自己也蛮喜欢的。物有所值，图片可爱，精致，内容主要告诉孩子学习适应新环境会有惊喜，也许更好。书蛮大本的，显得字体过小，字体大一些会更适合儿童书。	positive
外观非常漂亮大气的一款手表，物美价廉，是一个非常不错的选择	positive
等了大概十多天，但收到的时候就已经不精神了，个头也不大，不够甜。 问了线下的水果行，个头又大又甜的，才50块一斤而已。	negative
刷完了八九遍了，进口的确实不敢与平日的书同语，硬刷质量不错，但是送货的包装只能用可怜两字形容——外面只有一层薄薄的包装袋，这也是两百多的书啊，这样的待遇是不是也未免太冷了	positive
被多次强行之乎者也的句子打击之后，鄙人停在了49%，再见	negative
宝宝不太喜欢，偶尔吸吸，但经常掉，一掉就哭	negative
还以为是有肩带的结果没有哎，大小倒是很合适的，做工精致，可惜没肩带	positive
快递送来之后 琴没有损坏 非常开心 还没有用 感觉不错 做工挺细腻的	positive
做工很粗糙 全塑料 太轻 没有图片效果 音效一般 浙江产	negative
第一个寄过来的表面污损，然后放进打印机用不了，电脑提示错误；后来联系卖家换，态度很好，很快寄了一个新的过来，说让我把旧的寄回去，他们补邮费。我信守承诺寄了，人家再无音讯。我以善意猜测人家可能忘记了吧；若是恶意为之，那么人品也就值个快递钱，跟这样人计较什么。	negative
绝对的好评，从来没想过会计竟能以如此故事般的形式展现在人们面前，在趣味中了解一个个原本枯燥的会计概念。	positive
了解历史，从外国人的眼睛，从现代的视角看古老的中国，挺有意思的事。	positive
鞋垫里的漆掉色是什么意思啊？ 是不是假的呢？大家心里都有数	negative
好，以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，最重要的是，不用认真的评论了，不用想还差多少字，直接发出就可以了，推荐给大家	positive
我这书都邮了快一个月了，到现在还没收到 打了两次客服也不管用，都说在帮我核实，之后就杳无音信了，对你们亚马逊真是失望至极，下次再也不从你们这买东西了！！！！！	negative
书我是买来收藏的 可是亚马逊包装能不能升级一下 老是塑料袋什么保护措施都没有 暴力快递把书都磨破啦 作为书迷真心难过	positive
内容浅显易懂实用。示例图的花卉都好美，很适合喜欢自然的人啊。	positive
没看评论就买了，果然是中国制造，就连包装不换一个，我劝给为不要买，我也是之前挺相信亚马逊的没想到也是垃圾，这不是欺负中国人吗？还是怎么样？尼玛，怒不可遏啊！	negative
根本不是给我发的图片上的东西。马上过期的，还有一股味道，根本不敢给孩子吃	negative
自从亚马逊的快递外包给丰程以后，差得一塌糊涂，不仅速度慢，下雨外包装烂完，以前从来没遇到过。快递人员负责程度也比不上自营的时候，简直想放弃亚马逊了	negative
调节出水的那个把手，拧了三次就坏了。懒得换了，对国产的东西无语了	negative
价格欺诈啊，当时看到是29元秒杀价的，结果还是按照原价来结算了，很让人失望！	negative
前几天年值货评选，找什么值得买举办，结果奖品都被他们小编贪污了；买个东西，找全峰快递送，只送到门卫，还骗你说联系不到你，只能放门卫了，每次都这样骗，一点技术含量都没有。 再这样下去，亚马逊只会越来越掉价，沦为三流电商。	positive
实物比图片尺寸偏大，使用舒服，又买了一件。	positive
盒子注明内有3个笔芯，但我只收到2个，联系客服说不退货的话补15元的券给我，但几天了还没收到	positive
看到了书，有些不满，好好一本书到我手里磕碰不成样了，不知是货品就这样还是快递不行	negative
包应该是真的，我看做工挺细致的，材料也不错。但为毛不给我发票，为了凑这个发票好麻烦的好不好！！！	positive
不错 内容充实 答案具体 适合练笔	negative
内容比较浅适合初学者，马爷的文笔功力还是很不错的，但书里的图片实在太让人失望了，本来就是看中有图片版才买的电子书，但图片的清晰度简直差得不能再差了，只能用模糊两个字形容。我很难想象实体书里图片要也是这个效果，实在太对不起读者了。醉文明4 里面的图片质量清晰度明显有了很大提高，有些图片在ipad上看能看到一些细节了，但说实在话依然图片还是有很大的提升空间。	negative
非常好的一套书，给孩子们上课用的，增加课外知识和阅读能力	positive
我是冲着《藏地密码》的水平去的，这本书令我大失所望，绝对的上当	negative
没有用，感觉还可以。说是有活动返代金券，可是我没有收到，不诚信。	positive
包装好，喝的来伯爵的话，味道也不错，但是感觉也没有比其他几款更好，但是泡完之后杯底的碎茶末少，真的特别少！喝过几款伯爵，这款茶末特别少，说明滤纸好吧，也许是贵的原因吧。	positive
内容还行，就是纸质太差了，摸起来太硬，毛糙	positive
拿下不久就会发热，眼睛热热的很舒服，价格比国内便宜，用完还可以做眼罩使用	positive
价格还是实惠的，但肠胃可能不怎么适应，喝几次就放 着了，应该是正品	positive
这是一个零零碎碎拼凑起来的合集，有70%的甲壳虫文案原文及翻译，让我以为没买到完整版…不要买，不要买，不要买	negative
东西没有包装好 货到的时候都流出来好些了	negative
为什么日本🇯🇵的小林怎么是中国生产？？？？？？	negative
狗狗喜欢，稍小了点，还是赞一个！！！！！！！！！！！！！！！	positive
考研用的。。不太喜欢这本。讲的太简单了。还是喜欢钱理群的	positive
首先，耳机很轻，并且支架很柔软，佩戴舒适。音质方面的话，低音沉，高音的话，张力不够，也就是高音低音部平衡。听歌的话，总感觉高音缺少了什么。	positive
也是醉了，说是签名本，根本没签名，换货一次，依然没签名，太没有责任心了。	negative
使用时会提示“非专业线缆，但调整后又消失”，比较放心了。	positive
目前感觉就是还没看内容，打开发现图片很不清楚，不免有些失望😞	negative
请好好检查此书的印刷，足足有十来页的空白！	negative
送人的东西，送到的时候书边都是瘪的，来不及换只好将就，以前也没有这种情况	negative
退货速度太慢，退货要像订货一样的效率，那就是真正的服务。麻烦退货手续快点，10多天了	negative
不错呀，朋友介绍过来的，今天已经使用一次，很细，早起很省时间，可以放心购买。	positive
还可以吧，有个大体的了解，感觉还是不够客观，但没依据只是感觉	positive
顶端的花是布做的，花瓣边缘很多瑕疵，和图片看上去差距太大，另外亚马逊选择的东方汇快递快得已经让我不想再在亚马逊购物了	negative
作者讨论的对象都很大，如理想、爱情、亲情，但却将复杂的问题简单化、多元的问题单一化、客观的问题主观化，而且逻辑和文字功力都堪忧	negative
清单用透明袋子帖盒子上，商品描述都看到了，说好的保密包装呢	negative
这个裤子质量特别特别特别特别差差差！就穿了3天，大年初一到初三，裤子上面就有十几个破洞。发不了图片啊？	negative
对快递非常不满意，店家怎么和快递沟通的？要我加钱，钱虽然不多，但上面说的可以送货上门或者自己提货，结果自己提货得加钱	negative
没有给五星是因为快递。酒水是倒着放在门卫室的，外面的包装盒都快散了。酒水的外封条开了一边。见图吧。	positive
东西品质一般，国内价格较贵，以前美亚能直邮，可惜现在不可以了	positive
除了好评没有其他，但是要吐槽物流，没有及时通知收件还篡改配送时间！！！！	positive
从其他网站看到介绍买的，内容看了有点失望。一般，不值得推荐。	negative
收到包装特别好，不过保修卡太容易被连着一起撕掉了……本身也不是很懂耳机啦，索尼大法好，不过带上听一段又换苹果耳机，马上效果就比出来了……这个价位还是很棒的！╮(￣▽￣)╭	positive
给一星都是多的，首先是物流，下订单三天后发货，又三天到货，快递员打电话家里没人，索性扔在门口就走。再说质量，粗糙至极，塞子根本拔不出来，更别说喝水了。在亚马逊购物体验最差的一次！	negative
买给我妈喝的，她说上面的生产日期用手一抹就掉了。。而且奶粉成坨，不容易化开。。	negative
还可以 里边配比的很丰富就是猫猫挑这吃剩下一些就不吃了	positive
世间万千人，多少人在你未知的角落里笑着哭着开心着悲伤着，知乎让我知道有更多人的人的生活可以比你精彩，比你平庸。。。。。。	positive
上午选当天送达，下午很快就到了，书本质量完好，服务很赞。	positive
亚马逊打包的太垃圾了，买了13桶奶粉居然就用一个纸箱子，直接装来了，没有任何包装，太不负责任了，快递刚送到，我说是奶粉我要检查下，快递员说我先接个电话，人就走了！结果还真有两桶是瘪的，自认倒霉！后面就不承认了，店大欺客的最好证明！	negative
走两月坏了 等待售后服务 别再这个网站买东西了 跟本就是流氓售后 这个牌子也是垃圾	negative
挺温和的，香气淡淡的，好闻。一大瓶，挺实惠。打算用完再买一瓶。	positive
这次购物不怎么愉快！明明点了40码的可卖家给我发43码的，根本没发穿，只好自己花20块发了快递过去换了，在老家农村嘛货到了还得花5块去拿。唉	negative
小时候很喜欢看 但是现在看突然觉得笑点非常无聊了	negative
纸质版下架，入了电子版。因为翻译用词粗俗而受到不少关注，但是它不符合我胃口，不是因为粗俗，而是缺乏美感。太过平淡的翻译，完全没有传递出英文原版的意境。	negative
怎么连个联系客服的地方都没有，快递已经4天了，还在中转，而且是从佛山发货，我开始怀疑货品的真伪了，太不靠谱了！	negative
将就吧，没有想象中精致，而且增厚不少。不过作为保护屏幕来说还是挺好的，出门的时候可以用用	negative
不是对产品抱怨，因为根本就没打开。手快的下了单，然后看了评论就后悔了，想立马取消订单，但是已经不行了，打了电话给亚马逊客服，说只能货到后再退货。一个129的东西，我退货发个快递都要4，50，真是无语了。这次的购买体验太差了，以后应该不会再来了，就当花钱买个教训吧。	negative
由于第一个烧了，买了同品牌另一款吹风机。希望能耐用些！	positive
前面写的很好，但是后面的问答让我不太喜欢	positive
非常好用 用完一只后 鼻子旁边的脸颊部位的毛孔明显变小了 搭配小白瓶一起用 白了很多 所以又回购一支	positive
本书毫无学术内容。被归类为心理学类图书，实属对真正心理学图书的不公。	negative
家里老人签收，收到时包装已被人为拆开，袖子超大	negative
衣服有点小，肩膀部位紧，建议买大一码。款式看着挺好，没有图片上亮。另外，手不太方便放到口袋里。还是挺满意的。	positive
送给男朋友的，他很希望，里面有很丰富的配图，让你读着很舒服	positive
里边纸张有好些地方是坏的，有严重缺损，特别差。	negative
差评 衣服上有口子 包装前不检查的么	negative
皮刮痕明显，应该人造皮革吧，背带很难看。不值这个价格，扣子第二天就坏了，快一周了给我寄了第二个。本来想让店家给个几块钱维修费我找个地方缝一下，也不愿意，不知道是怕我坑他几块钱还是咋的。	negative
对亚马逊挺信任的，想不到这次第一次给一星，虽然也是第三方卖家的，但是是终归也是属于亚马逊管理的。 茶叶基本没香味，味道也淡，还不是那种回香的那种淡，如果是这种品质，便宜也就算了，还卖得死贵。 非常不满意的一次购物	negative
拆包后发现寄来的鞋子跟订购的鞋子颜色完全不一样，已办理退货。	negative
太辣了这个糖，之前买过一次这牌子的铁盒装的，现在这个就是便携装吧	negative
正好我刚刚看完了电影《沉默的羔羊》，在搜相关影评的时候，发现了这本书，就买了回来。书要比电影好看，透露了很多案件的背景信息。还有FBI的探员们从现场痕迹来推断凶手个人特征、心理特点的方法也令人惊叹。	positive
3本书，愣是把我家的2kg的小手秤爆表了…… 出版社考虑用用轻型纸也好啊，平均将近600页的书拿着累不累啊。 趁活动入的，算起来70块，确实很合算。	positive
对于一本书，我们首先从形式上来说吧：整本书一半是大大的标题做的插图，一般是粗浅的随笔。 其次，从内容上说，全部是作者自己的经历的感悟，只能说一家之言，并且逻辑丝毫不严谨不科学。 虽然写的挺实在的，毕竟你在实话实说，但我想说：如果这都能出书的话，那么人人都能出书！！！！！ 可恶！！！！	negative
以前买过一样双面的要九十多，另一面垫下面都长霉了，一面足够，这个经济实惠！！买回来折痕比较严重，坐两天就好了	positive
觉得很不错，对得起这个价格，虽然是中国产的	positive
另一本书的推荐。彩色的。看着很活泼。愿意不停的看下去。	negative
音质很好，体积很大，很重，拿着不是很方便，但是用起来还是很好的，音质很好，使用方便	negative
8月底买的715，到了10月份就变成689，一样的M码。太过份了。	positive
还不错，主要是价格便宜116买下，运费20没关税	positive
罗技的维修服务，真是用户体验最差维修体验。耳机开机后一分钟内会自动关机。打电话找官方客服，提出愿意付费维修，哪怕是最简单检测，如果坏了可以重新买。但客服表示，只接受京东和天猫购买维修，亚马逊购买的不管。我提出产品不是海外购，应该是国内行货，对方时表示，由于耳机没有序列号，只认发票不认机器。并表示，亚马逊不会提供发票，所以他们在国内不管。罗技是我在全世界各个国家遇到最差客服体验。非常糟糕	negative
我买的是新书呀，发了一本旧书，中间都快脱出来了。对亚马逊很失望。	negative
印刷的不行，也没什么有意义的建议，字体比普通书大几倍！！！	negative
印刷，装帧都不错。 故事就是日本典型的那种带着淡淡的忧伤，又有着对‘生命’这类主题的探寻的意味。	positive
还行，有点偏厚，再薄一点就更好了，还有为毛那么重？	positive
功能还不错，可惜好马没配好鞍，用了两个月支架断了，不能配好一点的支架吗？支架副厂生产的？	negative
书页薄，书内有两页损毁。一页缺少九分之一，一页缺少三分之一。	negative
剪开大米包装后，从里面爬出一个小黑虫，说明了商品存在质量问题。	negative
刚过返修期2天就漏气了，已经不能用了。进气口上面的胶开了。	negative
本来以为送了下水就不用再买了，没想到最下面是个硬管，根本没法正对着下水道。问客服说让自己去淘宝买一个软管来解决。那我要你这下水干嘛呢？唉，还没安装上就一肚子气。	negative
真的水土不服，我不是基督徒，对圣经也没多少兴趣，所以很多圣经故事只知道最广为流传的，其他真不清楚。这本书我想是从诺亚方舟开始顺着讲的，可是真心觉得无聊，不知道原文是否这么枯燥，我想这就提现翻译者的文笔了吧。也就开头我看了十来页，大致明白是对于诺亚方舟上生存下来的物种的一种嘲讽，后面实在看不下去了，如此干巴巴的，实在没有坚持下去。 不管推荐说的如何好，国外如何溢美之词，只有对自己胃口才是为好书，对自己有帮助的书。诸君若有更好版本的推荐，请不吝告知。	negative
快递慢，书都坏了！！！ 太影响心情了，要不是急着要看，就退货了	negative
我买的时候正好降价，特别划算，穿起来很舒适，以后即使没有降价也会买的	positive
怎么说呢万斯就是穿个样式要说质量还真不如匡威，脚感也比匡威帆布鞋差。万斯的做工很粗糙只是外观漂亮好配衣服其他没什么亮点了	positive
引领时代潮流，以独特的思维介绍了互联网思维，概念清晰，值得一看	positive
呸呸呸，刚买来貌似不漏，这次拿出来用，从出气孔里往外漏水！另外，盖子已经松动了。跟评论里宝妈们说的一样。设计缺陷吧！考虑要不要换里面的吸管配件，拯救一下。	negative
正品。颜色非常好看，不会看腻的那种。钢笔写字基本不会洇，不过到底洇不洇还要看你的墨水和笔头出水量。纸张很顺滑，米白色看得很舒服。极简风很合心意。	positive
该商品已有55人评论茨威格集:一颗心的沦亡（世界名著名译文库）	positive
由圆通发货，并没有收到，给我弄丢了，圆通已赔付	negative
书还没到 但是一定要给快递点个赞 因为自己留错联系方式 快递找不到我本人 在家门口收到了字条 很感动 真的是非常负责 大赞一个	positive
严重怀疑是不是翻修机器，首先电脑运行非常慢，我用了好久才来评论，那天忽然间一个螺丝掉了，我真是很郁闷，以后要买就到官网买，真是便宜没好货	negative
钻毛，不好。四件套也不好，掉毛还起球。不值得购买。	negative
民国时代的女作家,了解哪段历史,值得拜读.	positive
物流太慢，太慢 太慢，确实太慢了，比京东慢太多了	negative
很好用啊，这是第二个了，不能再被偷了，，，	positive
还没看完。以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，直接发出就可以了，推荐给大家！！	negative
多年的高层矛盾，国际形势的恶劣，加上错误的判断，最终导致不该发生的事爆发了！！！	positive
相比于电磁炉，电陶炉不挑锅，但是散热慢，浪费电，家里用电磁炉没问题，用电陶炉的时候，插板那里有杂音，感觉要爆的节奏，已经收起来了，不敢用了	positive
鞋是正品就是有点小 平常篮球鞋 44码刚好 这个要 44.5能穿 但是很紧	positive
制氧机挺重，工作声音不大，操作方便，好用。	positive
书有质感，质量不错，女娃的最爱金粉，娃儿总是说太漂亮了，但看的频率并不是高	positive
在Amazon退货本来都很便捷，可这次，19号提交申请，明明写的是会来取退货件，直到30号都没任何反应，我这天天看进度，准备迎接快递，糟心啊！于是打电话给Amazon客服咨询。 3、更奇葩的来了，客服说了一堆理由规定，说要我自己寄。我认为我已在网上成功申请退货且由商家自取也是你们退货时认可的，现在不但操作不及时还要自作主张修改流程。不管问题是商家还是Amazon自身的，我都无法认可。 4、向来很少评论，只有特别棒的和特别差的才说几句，请自处。 1月11日追加评论 5、亚马逊客服是没有阅读功能的机器人吗？！ 6、想看看到底这事儿会拖到什么时候？！ 1月16日更新 等了几天没啥进展，1月13日致电亚马逊客服，那位先生在听了我的陈述，看了我的评论后，承认了亚马逊的错误，并说明是拍货品的照片，我想既然承认了错误，也就算了。于是拍了照片发给了商户。 谁知，此去石沉大海，至今没有任何反馈，连那个客服机器人都不见了踪影。罢了，这退款亚马逊你自己留着吧！！！ 另外，为什么说到亚马逊的问题的评论总是第一次审批通不过呢，欲盖弥彰吧 1月24日更新 自13日与亚马逊客服联系后，至今未收到亚马逊和商家的任何反馈，彻底失望，可以卸载了。 2月2日更新 向12315投诉后，终于亚马逊客服来电了，基本上是承认错误，承诺内部处理，坚决不清退账户余额，我也是无语了。更奇葩的是，我说，这货的退款，亚马逊爱退不退，赶紧清退我账户余额，不想再跟亚马逊有半毛钱关系。这个奇葩客服这话倒是听进去了，迅速把我的退货订单取消了。亚马逊，你还要脸不要了？！	negative
好书，画皮之道。广告界和绘画艺术界的蒲松龄，扒了皮给世人看。	positive
不好 刚拿到的时候觉得颜色还不错 但是套上去之后就发现不对了 背后很多彩色的指纹印（不是在外面 是在里面）于是我就用湿纸巾、眼镜布擦啊擦啊 结果贴上去 又有了。。 这个膜 建议有强迫症的人不要用（我就是）	negative
收到两个 居然都坏了 联系卖家 好几天了也没回复 以后在亚马逊买生鲜要慎重	negative
尽讲些常规的方法，只能说适合时间管理的初学者。	negative
质量差，用了两年面料爆裂，有弹力的地方全松散了..等等，材料质量超差	negative
这个产品似乎质量有问题，刚用两个月就接触不良，充不上电	negative
很差的体验，很难粘在一起，而且掉在地上很容易卷上各种头发，纤维，拿不下来，而且娃有时还喜欢放嘴里。适合大孩子吧，家里很干净。	negative
箱子很漂亮，不过还没用，不知道结实不结实	negative
还行，容量挺大的，就是给充电宝充电有点慢，不知道为什么。	positive
给老人买的，主要用来打电话，偶尔照相，玩个游戏。总体来说不错，有过一次打不通的情况（信号消失），在原地重启后恢复。这个价位的机器，如果是买给老人的，推荐这款，大品牌的品质还是有保证的。	positive
非常好用的工具书，拿来系统学习语法也是很好的选择，笔者行文很像老师在教课	positive
