text,label
友人の誕生日のプレゼントに買いました。 感想としては、コードが絡まらなくなり、非常に快適だとのことです。 また、音もすごく良くて、彼はよく、それが、ミーティングの音声などを聞きなおしているそうです。 また、よく、充電をするのも忘れるらしいのですが、ケースが充電式になっていて、非常に助かると言ってました。,positive
本当は☆をつけたくない。返品したい。全然厚手ではなかった。薄いシートでしかない。,negative
暗すぎです中国人でも使ってないと思います。100均の方が明るいです。,negative
H-1を購入。交換して3～４日で切れてしまいました。ガッカリです。,negative
とても良い。 クリップは使用しなくても自立できるし、明るさも3段階ある。 説明通りで、なんの不満もない。 後は耐久性だけ。これだけは、使ってみないと分からない。 私にとっては、完璧な商品です。,positive
機能は、コスパ的には、充分満足で来る品です。 しかし、最初に電池を入れた際は、全く作動しませんでした。 そこで先ずは電池切れを疑い、電池を交換したら、案の定動きました。 附属電池は元々期待していませんが、完全な電池切れは、騙されたみたいで嫌なものです！,negative
粘着タイプは効かない種類のダニがいるそうなので、乾燥タイプを探していました。 某有名乾燥タイプの商品は単価が高いので、Amazonの商品説明で乾燥タイプとの記載があり、乾燥させて駆除するイメージイラストもあったので、こちらの商品を購入。 しかし届いた商品の説明には、乾燥との記載はどこにもなく、粘着剤でタニをくっつける商品との説明書きが。 返品も面倒ですし、評判は良さそうなので、とりあえず使ってはみますが、なんだか釈然としません。 現在ダニの被害があってというわけではなく、予防として使用するつもりで購入したので、他と比べてこの商品が効くかといった結果は我が家ではわからないと思います。,negative
何も着けていないときに内部のバネの音がします 気になる程度の音です,negative
値段はそこそこしますが大変暗いです。 ガラスの質感はいいですが機能面のledの輝度と太陽電池の性能に非常に不満で失敗したと思っています。,negative
iPadの付属充電ケーブルが切れかかったので、代替品として購入した。二本とも何度か充電してみたが、なぜか74%と65%まで行くと、「充電されていません。」とメッセージがでる。しかたなく切れたケーブルを繋いで使用していたが、同じ製品で0.9Mのケーブルがでていたので、試しに購入したら100 %まで充電できた。,negative
これまでタキツバの作品は購入したことがなかったのですが、このベストは本当に素晴らしいベスト版です。絶対に損がありません！二人の活動は終わってしまいましたが、ファンの心の中ではずっと生き続けると思います。これからも二人のそれぞれの活動を応援したいと思います。,positive
灰皿に見えない洒落たデザイン。蓋を開けると太陽電池のライトが点くため夜でも使いやすいです。,positive
届いてすぐギターに張ったが、１弦がチューニング中に切れた！こんな事は初めてだ！安いと思って買ったけど、こう言う事なのかな？ちなみに私はギター歴４０年、いまだに年間ライブ３０本以上こなす現役です！今度はちがう所で買おうかな？残念です！,negative
最初から一部機能が動かない・・・・。不良品なのか？返品も面倒なのでそのまま使う。,negative
小さいけれど、安物の爪切りに比べ、しっかり切れます。超オススメ。,positive
子猫2匹の爪切り、耳掃除の為に色んなのを見て1番レビューが良かったので購入したけど…まず入れるのに苦労するのと入れても子猫なので中で暴れてしまいうまくできませんでした(｡>ω<｡)もう少し大きくなってまた使ってみよーと思う！,negative
ほかの商品は使ったことがないのでわかりませんが、手間がかからずサラサラになります。値段も安くお手頃だとおもいます。サイズは小型ですが、コードがかさばり持ち歩くのはきびしいです。レビューを書くと次回購入時割引や保証期間延長などの特典とかいてある紙が同封してあって、それは日本語。説明書は英語でわかりづらい。どうせなら説明書も日本語訳をつけてくれるとよかった。,positive
妥当なねだん 何回も買わなきゃならない,positive
夜勤の仕事が多いので予備の充電器として購入、自宅で使用しています。 スマホも同時に充電でき重宝しています。 ただ時々Watch側で充電不具合があります。原因は不明、ただやり直すと充電できるのでこのまま使い続けます。 あと分岐からのコードの長さがもう少し長いとありがたいかな。おおむね満足しています。,positive
ちょっと配送が遅かったので－1他には何もないです。ありがとうございました。,positive
5本指のソックスを初めて買いました。 今まで指のないソックスを使ってましたが特に違和感もなく使えました！ 蒸れるイメージがありましたが意外と 蒸れる心配もなく体温を良い感じに保って くれそうなので冬になる前に購入して 良かったと思います。 色も5つあるので普段履かなかった色を 履くキッカケにもなって気分転換にも なりました。,positive
単品パーツの音質の評価は困難だ。只、容量誤差は非常に小さくて、1パーセント以内だった。,positive
hd8でやってますが、カーブの時に両端を押しても曲がれないことがありほぼ最下位です iOSの時はそんなことなかったので早く直してほしいです。,negative
お急ぎでほしい方は、プライムのものを購入した方が良いです。,negative
匂いのせいか、使おうと接近すると、一目散に 逃げてしまいます…,negative
三個入りの内二個が不良品で充電できない。100円で買える充電器のがマシなレベル。返品手続きにかかる労力を考えると泣き寝入り 二度と買わないし今後誰も買わないで欲しい。,negative
1度使ってすぐにインクの吸収パッドの交換表示がでて、修理になりました。残念です。,negative
過去買ったケーブルの中で、最も質が悪かった。 耐久性なし、ハマらないコネクタ等 製品は星1レベルだが、安物買いの銭失いとはこのことだと勉強させていただいたため星2で,negative
リュックを背負った上に着用できる事、前部分がファスナーとボタンの両方付いている事が良いと思います。厚めな生地で防水性はいいです。大雨でも心配はなさそうです買ってよかったと思います,positive
仕事に使用するヘッドライトがより助かり仕事がはかどりました、,positive
安さで買いました…iPhoneXを使用しております。レビューは初めてなのですが、今朝充電に使っていたらいつのまにかカメラで4時間も謎にビデオを撮られていました。これは電磁コイルでの影響の誤作動と考えると恐ろしいです。バッテリーの消費も怖いですし、本体がとても熱かったです。最悪でした。もう使いたくない,negative
"商品到着。ソケットに電球（25W）装着し調光ダイヤルでスイッチONすれど点灯せず。2個買った電球を取り換えてスイッチONしたので調光ダイヤルで変化チェックしOFFして再度ONすれど全く点灯しない。結局2個とも点灯せず。安物買いの銭失い。ソケットの電極端子をやすりで磨き、電球の中心電極も磨きシリコングリスを塗布しソケットに挿入しスイッチONでも点灯しない。その状態で電球を緩めたり閉めたりしていると、ある地点で点灯、完全にねじ込むと消灯する。全く機能不良、端子構造も家用のソケットと全く異なる。廃棄するのももったいないので自分なりの細工をして何とか点灯させ、別のスイッチを使いON,OFF操作。ソケットスタンドの調光ダイヤルは全く機能せず。",negative
風量が多く、髪が乾くのが早いです。たくさんの風で乾かすため、風も熱すぎず、乾かし終わった後の髪がつやつやとした質感になります。あまり高いドライヤーは要らないけれど、安すぎて小さかったり、風量が少ないものは嫌だな…という人には、これ以上の商品はないかと思います。,positive
とても気に入っているこちらの商品。いつもは沖縄に行った時にまとめ買いするのですが、最近消費量が増えて在庫切れになってしまったのでAmazonで購入しました！近所の酒屋さんでも売っているのですがこちらの方が断然お得でした。,positive
少し大きいですが大丈夫そうです。 使える場面がきたら使いたいと思います。 ありがとうございました。,positive
金額が金額でもかなり粗悪で百均レベルですぐ破損したので星イチ,negative
増税直前に、いきなり２００円値上げして、１０月に入ったらすぐに ２００円下げたところに、いやらしさを感じました。たった２００円でも されど２００円。増税直前値上げて買いました。非常に残念です。,negative
全く機能しません、レビューは全て嘘です、最悪です,negative
・見やすく履歴が見れて目標が決められる。 ・クリック止めが壊れやすい。,positive
第一期のころに比べてストーリーの時間が停止している感がすごい（いまだにEDOの開業式イベントですよ？！） でも購入しちゃうんですよねここが甘い生活シリーズの魅力でしょうね。,positive
外に数日置いてたらかなり縮んで、履けなくなりました。そもそも小さめでした。,negative
購入して２ヶ月、毎回しっかり充電しているのに使い始めからすぐ曲の合間に大きなビープ音が発生します。 とても耳障りで使用していられません。 バッテリー切れか充電が完全でなかったのかと、一晩充電していても使い始めから鳴ってしまうので初期不良だったのでしょうか。形は気に入っていたので残念です。,negative
安いのに、周りの人から褒められた はき心地すごくよかった,positive
この縮毛強制剤は時間がかかったり、手間がかかるがなんといっても値段が美容室でやるよりも圧倒的に安いため試してみました。たしかに大変ですが、仕上がりは美容室でやるのと変わらず気に入りました。,positive
しっかりめの味付けですが、子どもでも大好きな味のようで、ご飯に乗せて食が進んでいました。 それもそのはず、十勝産の牛肉ですから、素材が生きている味ですので、おいしいです。 大人も大好きな味だと思いました。おつまみにも良いですし、いろいろなものに合いそう。 今回こういった瓶詰めでの牛肉を初めて購入しましたが、保存も利くし、贈り物にも良いかなと思いました。 自分で購入するにはやや割高な気がしたので、プレゼントにいただいたら嬉しいです！,positive
孫が平面から立体（2次元から3次元的）の考え方をするようになった,positive
docomo P-01F [ブラック] 思っていた通り美品でよかったです。,positive
使っているMacBookProには、USB-typeCポートしかない為にWi-Fiしか使えませんでした。 データ量の重たい画像を扱う事が多く、ストレージに移行する際に、Wi-Fiだと速度が限られる為に、LANが必須となります。 USBポートが上から差し込むタイプなので、ポート自体の抜き差し、ポート自体をを痛める事も少ないと思います。 ただ、若干MacBookProのスペースグレーの色目より、コチラの商品の方が色が濃くて、統一感的には劣ります。 また、熱くなるので、状況によっては、トランジスタ用のアルミ放熱ブロックを下に敷いて（熱々）を回避しています。 たまに手持ちのシリコンパワー USBメモリ USB3.1 & USB3.0 と、商品のUSBポートの相性が悪いのか、認識してくれないことがあるので、☆4に評価です。,positive
取りはずしの時、やり直しの時、櫛部分に毛が絡んで抜けます。スムーズに出来る方法でもあれば、教えて欲しい。,negative
長々と理屈を言う場面が多く、若干だるいです。全体としては、面白くて、時間の無駄とは感じませんでした。時間の流れは結構ゆっくりです。役者は実質３人で、金持ち天才、兄ちゃん、とAIです。金持ちの役者さんが非常に良い演技をしています（Equalizerの悪役も良かった）。３人でもっているので、３人とも演技がしっかりしているのが映画が生きている理由です。SF、AIものといえばそうですが、本質はもっと古典的で単純なストーリーだと感じます。,positive
ずれすぎ。ゴミ箱行き。こんな不良品売るな！消費者なめすぎだろ。,negative
すねがカサカサして痒いので塗ってみましたが、しっとりして痒みが無くなりました。,positive
いろんなかかと削りを試してきたが、 これは形状がつかいやすいうえに、 なんとなく清潔感のあるフォルムをしている。 コスパも悪くない。 日用品なので、使い勝手がよいに限る。,positive
さっき電源が入りません。最低の商 です,positive
音楽アプリなどコントロールから操作できるものに関しては音がなるが音ゲーなどのアプリからは音がならなかった。 耐久性に関してはこれから確認していくがまともに使えるものではない。 ※追記 マナーモード解除で出力しました。ですがノイズがブツブツとのり聞けるようなものではなかったです。,negative
コーヒーグラインダーに使用しています。普通に使えていますが…細かくなったコーヒー豆はなかなかさっときれいにいきません…平筆みたいな方が使いやすい気もしていますが、今のところ使い続けています。,positive
ウォーキング用に購入。 袋に入って届いたのですが開封すると気になる臭いがあります。 軽くて動きやすいのは良いがソールの素材と施設の床との相性が悪いときに音が出て恥ずかしい。 神社仏閣へ行くとソールの溝に小石などが詰まりやすくて処理が面倒。 値段を考慮しても不満があるのでこの評価にしました。,negative
小学生の娘がドラマの米倉さんがしているのを見て本屋で同じ蹄鉄型のを買ってきました。 思いの外楽しかったらしく他のも欲しいと頼まれたので３種類買いました。 お店で２つ買うお値段で３つ買えて満足です！,positive
この値段で買えません！絶対お得です。 次回も早めに購入しようと思います！,positive
以前使っていたものと比べて、硬すぎて使い物にならなかった。 不良品が送られてきた感じがした。使用をやめて捨てました。,negative
取替の時、若干柔らかいと感じましたが 走行感に影響するようなものではありません １０００ｋｍほど乗りましたが、極端に減るわけでもなく調子はいいです,positive
一個がレンズの曇りと共に消えてしまった。もう点灯しない！ 代わりを検討中！,negative
自分的には身長178センチで体重95キロのがっちり体系ですが、サイズ的にはぴったりでした。 値段も手ごろで買いやすかったですしすぐに商品も届きました。 想定通りで気持ちいい着圧でした！アンダーアーマーやナイキと遜色なく使えます。,positive
パッと見た瞬間は綺麗な色合いですが、よく見ると作りがメッチャ雑です。 安物買いの銭失いの商品です。購入を希望されてる方はお気を付け下さい。,negative
高評価でしたので購入しましたが・・・切れ味も言うほどではなく 貝印の方が良かったかも？ 大きめですので重さは仕方ないですが？,negative
キラキラ揺れ続け無いです ダンシングしません でも 安いのでこんなもんか。。。,negative
問題ありません。 ありがとうございました。,positive
クールビズ開始に伴い既に入館証と定期が入っている胸ポケットにiPhoneXRが入らないので購入。サイズぴったりで出し入れしやすく、ベルトに通せば落ちる心配なし(始めはカラビナ使っていたがぶらぶら鬱陶しいので変更)。前ポケットにはイヤホンを収納し利便性アップ。買って良かった。,positive
電池無いのは書いてあるからいいんてすが、電池を入れると本体からはみ出そうなくらい膨らみがあり、作業用ヘルメットに、湾曲でフィットしないで、バッテリーの面で当たるので、適さない(ToT)これは誤算でした(ToT) 耐震ジェルマットを挟んで装着しましたが、いまいち気に入らないです。 ライトの明るさには不満はないですが、ズームはかなりやりにくい。 タイムセールで安価だったので我慢しますが1000円以上出してたら返品すると思う(((^_^;),negative
安心感のある蒸気？で加湿してくれます。通常運転だと、少しうるさいですが、他使ったことないので、こんなもんなのかもしれません。静音も選べる、タイマーも2時間4時間と選べるのでとても良いです。,positive
登場人物勢揃いで謎解きが始まりました。次の巻の発売が待ち遠しいです。,positive
分かったうえで買っているのでしょうがないが、横の穴は両方とも丸のほうが手が動かしやすいと思う この黒い輪ゴムで固定するのもどうにかならないかなーと思う。一部欠けているし,negative
とても薄くてすぐ乾きます。 しかし、枕カバーに関しては二度洗っただけでほつれて角に大きな穴があきました。 色味も写真より濃くあまり綺麗なお色ではありませんが、安いので仕方ないと割り切ります。,negative
いいけど複数のLEDをつなぐと光量が暗くなるような気がする。,positive
使い勝手はとても良かったんですが半年経たずに手の平のゴムの縫い目？の所から破れました。余りにも早すぎると思います。耐久性はイマイチかもしれません。,negative
一か月使用しても背中ニキビに変化がなく、顔はニキビがひどくなったので使用を中断。 一か月使うのをやめてみると背中ニキビは変化なし、顔ニキビは使用前の状態に戻りました。 それからまた一か月毎に使う使わないを試してみると同じような結果でした。 自分の肌には合わなかったんでしょうね。 保湿力だけは高かったので評価するとしたらそれぐらいです。,negative
母に誕生日(71)だったので、お願いしました4日に届けていただけました。ただ、私からかわからなかったようで( '_ゝ`) 良い香りだと、喜んでくれました❗ありがとうございました,positive
2.4ｋｇのチワワですが、すごく美味しそうに食べます！無添加なのがいいですね。 でも、あっという間に食べ終わるので、星一つ減らしました,positive
安心安全のヒルズの商品は、愛猫たちも毎日喜んで食べています。,positive
財布は大容量で、表面は柔らかくて、とても好きです,positive
見た目より小さかった。チャツクのアクセサリー(紐)が簡単に外れて不要だ。,negative
アラフォー、標準肌よりやや日焼けよりのイエローベースで、オレンジ系ピンク購入。 発色が良くて、顔色が明るくなります❗ 色は、気に入りました。 だけど、ブラシがお値段相応で使いにくいのでコフレドールのチークのブラシ使ってます。あと、粉が飛び散りやすいのが少し気になるけどこの値段なので仕方ないかな。,positive
印字してあると思っていたら、泳いで、数時間にアルファベットが剥がれてきました‼ 悲しい😢😢😢私には少し着用時にキツいかも😖💦,negative
当方は香りがだめでした。なんとなく安っぽい香りが翌日も香っていたので困りました。,negative
亀頭責めが好きな自分はローションは使わず、スティック部分をぐるぐると回して振動を満遍なく亀頭に与えて使用しています。振動が発生する中心点だけを当てると確かに痛いので、ドーム部分の内部のふちをうまくカリ首に当たるように使うとじわじわと気持ちいいです。気持ちいいポイントを見つけたら振動リズムを変えると飽きずに楽しめました。,positive
生地がペラペラなので暖かいとまではないと思った,negative
ビールサーバーのチューブ洗浄用に購入。細い管で水だけではうまく汚れが落ちなかったので、クリヤー泡スプレーなども試しましたが、だめでした。そこで細い管も洗えるこちらを購入。ちゃんと中に入ってうまく洗えます。もう少し長さがあるともっと良かったので、★一つ減点です。似たような太さのものがあるように見えるのも減点対象ですが、まあ洗いたかった部分がきれいになるので購入してよかったです。,positive
以前カラーを購入したときは、少し薄いが吸水性も良く使いやすかったので、１番お安いプリントとカラーのセットを購入。しかし全くの別物？となるほどザラザラで薄く吸水性が悪いものが届きました。,negative
手元に届いた時点でフィルムの一部に突っついたような傷がついていました。商品管理に問題があったのか配送業者に問題があったのかはわかりませんが残念です。 返品は面倒なのでそのまま使うことにしましたが、今後はこういうことが無いといいなぁと思います。,negative
エジソンバルブと組み合わせて使用していますが、いい感じです。 私感ではありますが、コードにon offのスイッチより本体にスイッチが付いていれば…と思いました。,positive
赤ちゃんを車に乗せる機会が増えたので、少しでもキレイな空気の環境にしておきたいと思い購入しました。車中はどうしても空気がこもってしまうので。モノがコンパクトなので収納には問題ありません。スイッチを入れてしばらくすると、車中独特の匂いが取れている実感を受けます。スマホが充電できるのは思わぬメリットでした。,positive
まず 安い 見た目は普通 ここの商品は以前5mmのジャケットを購入 3ヶ月使うと ネオプレンの表面の生地が剥がれ スポンジは 水を吸い 非常に後悔 今回 安いので もう一度 と 買ってみたが 同じ パンツは 股が浅く 尻が出る 毎日使うには 話にならん,negative
カカオクッキーとミルクチョコレートの組み合わせが最高に美味しかったです！ 人にあげるために試しに購入しましたが、 これなら美味しいので、また購入しようと思ってます！今度は50枚入を購入予定です。,positive
試しで購入してみましたが、それまでのリキッドよりも粘度が高く、消費量が少ない気がしました。 にもかかわらず、上記もきちんと楽しめました。,positive
高速道路を利用した長距離移動が仕事の上で多い中でどうしても通話が必要な場合があるので、こちらを購入しました。音質は相手が言うには十分クリアに聞こえるとのことでした。こちら側で聞こえる音も問題ありません。長時間つけていても気にならない重さなので。,positive
以前のスマホホルダーは挟む力が弱かったり車が振動すると角度が変わったりスマホが落ちたりと使えない物ばかり。こちらの商品は取り付け面と位置さえ間違えなければ断然使えます。機種変しても磁気プレートを貼り変えればそのまま使えるのが実用です,positive
ハローキティどこでもシャワー 思ってた以上の水圧で子供も満足してます 音も問題なし・・強いて言うなら使った後の手入れが大変なくらいかな・・と喜んでたが10回ぐらいの使用で動かなくなってしまった・・残念・・,negative
初回で伝線しました…。高いのに強度が他のに比べて弱すぎます。他の着圧探します…,negative
先にレビューを確認すれば良かった・・・ 付属のケースが小さくて収納することができません。 何を思ってこのサイズのケースを付属させているのか疑問,negative
写真ではふっくらしてますが実物は高さが無くしっかりかぶれません。布もペラペラなのでお勧めできません。,negative
