text,label
"This is a great pancake and waffle batters from scratch and / or yeast - raised especially made to , . balance to the taste and the the batter of moisture level than with liquid buttermilk Easier . addition",positive
a hippie for fest costume of Part .,positive
I as a gift gave . this and was today that this never and Also to VCR tapes destroyed she trying while was work make to it worked told,negative
does . it is supposed do to what,positive
n't yet Have used but company is super with work to easy,positive
for a very short while Used ... ! it and phone froze It s DEAD ! Seller not very is helpful !!! JUNK,negative
my daughter for A gift .,positive
These are great . . but I 've and they aren't very durable purchased them of 2 I though 'll keep buying,positive
"We really like . . . the this trimmer of quality and it , does an excellent around the fence line , shrubs and many our , trees trimming job My only issue is that it is a bit on the heavy ; which is by the battery weight and the greenworks last to built it that fact caused side change to an attachment Very easy",positive
"It feels than the Apple brand cable noticeably heavier . I these on time The packing is It 's . worth so much money fine ! Arrive . Family all like it how low are profile Super value products love . A that enough and enough up on my Apple devices using to it hold to sturdy was long next time Will buy . cable . . The braided cable looks and it has so far well , worked sturdy . The length is very The speed very is . fast . good",positive
for 30 $ very comfortable . . but i would these flip flops could give me wear of least at a few years worth hope couldn't believe the toe strap in the my trip of middle broke how disappointing,negative
"so far Works great Great . color and texture The only minor ( ) minor issue is the that allows to the wire up and secure it wrap you velcro strap over the plugs doesn’t it of instead conveniently to the wire at all times adhering , even not utilized when being so is , unattached fit , . this . :",positive
"Great quality ! up through sprinklers , heavy duty good , size , and to the point polite , and actually in well so they are not obnoxiously in the yard obvious blend Stands",positive
the description not did say What is . -- that the lens is of instead glass and I as a meat thermometer use since this I am it will melt worried plastic in a cool environment not around a but or barbecue stove used if probably OK a glass lens would make more durable it,positive
for Not out drowning . . snoring They for else anything will work,negative
daily Use ! it Great machine and use to easy,positive
This product comes . on a laptop use to much too large My computer is 15.6 . ” and it over the mouse area towers,negative
This very is thin . . and cheaply made Really expected heavier the price for fabric,negative
Love . . . . ! ... My 8 month old GSD right now weighs about 50 lbs and he bag is a bit too for her big the straps up end loosening and the bag then starts off her sliding the bag pockets much are bigger My only complaint and 4 stars for ( reason ) is that the straps do not tight they look than If we for a walk or run go stay I am hoping we she a bit more out fills when won’t have a having so tight have to the straps with problem,positive
"n't Does connect , , doesn't off / on easily turn horrible",negative
Especially for this price Amazing quality ! !,positive
I ordered . the iPhone x case and I got this and this is the first this like anything ever has happened time I on Amazon often order,negative
It needs . . Velcro or under their chin keep it to something pretty quickly off Falls,negative
The makeup so is watery . and does not on well go,negative
The battery life very is short . . always need to down and recharge take they from cabinet Also frequently fall,positive
I have . . really thin hair and these work This is my clip of favorite style,positive
It 's perfect just like the picture Looks,positive
My kids with these have had ! so much fun Only problem But for the price I ’m they break when replace to them . My kids have been make to different shapes and swirls able and enjoy using their imaginations willing is . that they easy and the connections are a little my little ones together get for to hard break,positive
"it ’s , ok . . . Meh it other times Sometimes great works it even when there bubble liquid of plenty is , , blows very few bubbles I For the price expected a little more",negative
"this I had because the button hole closed as was exchange to the first pair leaving no button them to way , us . . . , the second pair oh my Oh my The second send pair My neighbor so she it but what a . is a seamstress Not a happy customer pain and she 's not it will up long hold sure cut arrived just the same",negative
This product was a money of . advertised as not Did work Will . say and with straw covered hand sowed seeds they did grow . There hydro seeding nothing about this is . waist,negative
This exactly we were for working is what ! and has up under the strains for a middle - schooler carrying daily lunches of held,positive
It ’s alright but the the top of cut looks around the armpit very awkward and unflattering,negative
"I too with of a bead fine started . , , I to this then switched removing for old finishes great worked",positive
"I for my grandson ordered . . . . these They they to be in the ad show than extremely are smaller It should say show to detail "" enlarged "" or that effect to something My grandson was very with them disappointed",negative
They for swimsuit are heavy and don’t really do much,negative
The that arrived bars were old . . . . and discolored They were inedible these granola bars Usually have a shiny chocolate coating and course of sea salt pieces I the seller and never received a response contacted,negative
"The holder 's when and when in use empty pad clips . and / or pad rattles The holder 's bottom support clip not does . accommodate my 5 Galaxy S OEM cord I Despite these nuisances often not again Would . buy it . , use it",negative
Received ! a portfolio not a standard case,negative
"This tent was affordable . . . . but I was overall I disappointed but I found finish to securing the canopy portion struggling myself it up Setting was fairly at first easy The tent in a about 15 - 10 mph breeze over blew . and the metal supports of one I even down staked though each the tent of corner snapped , I wish I ’d bought weights Next time will pay for a more durable tent more",negative
This is absolutely the best we 've bought ! we so as a night light use can it and then it up for fragrance during the day turn Love - the dimmer . The only draw back is it takes that an unusual light bulb . It is not easily out swapped You apart the bulb dies when take to it 'll . need tools . warmer,positive
This in a itself of pool arrived . . . The packaging was the product was all over the the box of inside terrible I from them never again 'll buy,negative
Great deal fast service,positive
"you never clean unless your ears n't Did do ! . , anything money of Waste",negative
The only I will use ! Nothing off of them falls .... hangers,positive
The itself camera looks . nice and sleek however I am not how mount to it sure . There no it for directions are . The actual the camera for instructions are not at all It a kindergartner wrote like the instructions almost looks clear I 'm . . having started getting this thing a hard time,negative
"The headphones on the head slightly are heavy . . . The noise canceling is good and the sound quality is good I definitely would You not are . going but I , overall a good headphones of set to be away by the noise cancellation or sound quality blown recommend for the average listener buying these headphones",positive
"I really liked . . ! It a little cg on my 4 k TV though did look 'ish this movie But that is the TV 's , not the movie fault",positive
money of Poor quality waste . . .. It a week only lasted Don't waste your money,negative
"I found . . this has the most satisfying and authentic cooking in use for taste and the price , makes against the many smaller containers of purchase saving for good it you you enough use if it you that much use If don't it off out more per ounce on a smaller size forking 're , better",positive
I love . ! this mirror Super cute and I thought it was gonna be a lot than what bigger,positive
"I have noticed . . my nails After one treatment the next day , looked cleaner some results . It 's been a now and still good things even slowly moving though are results week . This is the best that I have after other products of years found I now . have some hope product",positive
I kept . . . . down the ramp sliding Returned it This well as on airlines travel to too is big It would almost up an entire large suitcase take,negative
the this kit in chest strap attachment super is sick . . You that thing on riding when motocross yesterday and up with some killer shots came Strapped I forgot I the time of most even was wearing it,positive
It so long in take to the bill my store not is worth for the money don’t I bought 3 buy 30 $ is fare takes,negative
well now Worked hope it will stay closed,positive
They are very good gloves . with work to there . soft,positive
The product was damaged . but I can't return the product,negative
"I for a 16 slot organizer paid !!! !!!!! !!!! . . , plus they me for the more expensive one too charged & they sent the wrong color i recieved . frusterated a 12 slot i now have to out if it 's it to this **** of piece of sender cause return to worth figure from this company NOT DO order i get when can a response will update",negative
My whole box came melted,negative
"I not 'm a photographer . . , just was trying taking when things I was on offer up selling of pictures improve to light It a bit helped",positive
"6 inches .. .. .. , I measure anyway I 2 large "" "" pieces and they were VERY small seems order won't be them buyer again SNS ordering",negative
DEADLY DESIGN ! ! ! . . ! on my dog s collar because she our yard sometimes and I want to be fast find to her able escapes put to Purchased these Had in a few days time open chewed this Button batteries are to children and pets with your loved ones not Do take the chance NOT DO BUY deadly,negative
Very poor material . . . Also very messy and could not well see the imprint along the edges also Was discolored,negative
"I they even 're "" durable "" if out of earbuds for the price Maybe except . . . , too much , but I was nevertheless these a bit on the lower ends heavy if stopped when I than less six months got after them working , disappointed One side out first Cordless ear buds are looking more and more favorable went . . and the other then , followed suit The sound was good , only with continual use of three months Gets done the job",negative
The cups are good . . and sturdy for my baby shower Great,positive
"Does . . what is supposed do to , but not for long wear , it his groin area irritated He was for a days of couple sensitive and in pain",positive
The stories of group well together are put . . It is through them going nice,positive
in slide on third use opened Huge gash,negative
meh I can say is all,negative
Beautiful design . . early Came,positive
No more single me for . This one big piece no bathtub for slip is to on put A little tricky but in place and we don't slip stays great ! . pieces,positive
I replace to an older dirt devil bought . . . this but the one is like it 's cheap cousin It for the little I use it pretty well works but it doesn't sturdy at all feel I don't think it would be for daily use or high traffic places good,negative
out of the house Keeps . . . the straw and mud Makes life a lot easier It works and looks good,positive
"we we on vacation went until Unfortunately didn't think . . test to these and our order of 1/3rd was , and it was past the return deadline , broken Otherwise would have been a great deal",negative
The product . 1 came . . . with a very high chemical smell laden . 2 The pads have my glass aquarium scratched I not would recommend this product,negative
I got . . . both colors The black I don't it leaves as tiny black that can in with the pumped milk go lints recommend one I didn't find the pink the one with issue,positive
I received . the box and the the base and the seat between part was not enclosed . I out to the company and they do not parts I so have exchange to carry reached I I re-purchase if will this not do . know,negative
"Opening is good down the settle starts but then back up after a while picks a little cheap smell to good cheap , fragrance",positive
Case returned ... The magnet so was it up hold to the case not together would stay weak,negative
"They sent . me two sealing rings them of One was I so texted them broken , and they me a new sealing rings of set sent",positive
"The smell too is strong . , I on my baby girl wouldn’t I all the time probably either wouldn’t wear it put this",negative
I for a tonneau cover of installation cover to the 2 stake holes on my 2017 GMC Sierra installed . these,positive
"Nice compact design . , but unfortunately mine working one day receiving after it stopped",negative
"Loved . . my hair using After a heat protector out , turned smooth and straight the hair brush straightener",positive
"I as an a table centerpiece to add "" - on "" ordered ... . this I of instead butterflies received a hair piece",negative
I order . the dress M but it came so stretched and long,negative
I on my front porch store . . my bike and I ’m always that the elements will to it get worried This cover completely solves . that problem The fabric is durable and easily over it fits I especially I definitely would . recommend purchasing . love that easy bike my lock for access,positive
Not than a month Less happy . . and is to off peel starting,negative
"I loved the cover , but it wouldn't fit on my new 10 "" thick futon mattress . So I will have to return it .",positive
"Sound quality is acceptable ) . . . . . battery life is what 's stated near but but the old adage , ; is you get you for pay what nothing They about two hours after a 52 hour ( charge ) only last They on their own also switch modes I 'll be I ( WISH it REVIEWERS 's WOULD changing its operating mode FOR A FEW DAYS USE PRODUCTS . . listening and suddenly them of one will WRITING BEFORE REVIEWS announce , or they might both playing stop You just the left bud continuing with work to might up end read after having the other reviews Very disappointed",negative
than less 3 years for occasional use Lasted .,negative
"I with this item really 'm pleased . . . I in the morning always am I so up , end for months wearing the same ones rushing and never have through my earrings look to time This book it keep organized to earrings so easy . I 'm again wearing all my earrings start to excited makes Cheap price and good quality",positive
"Thin ! , easy install to and for wrap around case too perfect",positive
They have delivered . me a broken guitar,negative
Bristles from handle apart break . . and bamboo is not with a nice smooth finish treated like a wood of dry piece every time you brush Feels,negative
So together put to !! And love it fits that multiple pot sizes . You can’t tell it ’s inside with pot adjustible But expected than . thinner . easy,positive
Poor quality . Zipper on getting before it was broken,negative
on my bike n’t Did work . . and kept blowing the fuse Company tried say to with the problem was my bike from else someone Ordered and returned this,negative
Very comfortable . . I I wearing when am it feel wealthy,positive
For glare and rain very good . the last my post of looks was better but I believe this pr. may have a more stable frame,positive
I Like the other reviewers 've had . . stripped screws and wires in getting difficulty with issues Not worth the hassle,negative
Does it supposed do to what,positive
"I on the my refrigerator of side at work use . . . this For the most part I really it and it does I expect do to it what like I I get If a little too rambunctious off of the refrigerator have so I it would be perfect and 5 it had if a bit on it stronger magnet stars think , pulled , the whole thing",positive
I strengthening for upper my back and arms use . . . this product I only the heavy band and it well works use I doubt I ’ll use the two other weaker strengths,positive
"This leaves . . streaks and everywhere smears I wouldn't again touch this stuff it Even was free if , I 'd it out toss",negative
"I for my mother for Mother 's Day ordered ! . . . . this She this machine the first month but has it with problems but nothing for the last 4 months had LOVED It brewing while leaks and it doesn't even on sometimes turn Extremely Now , it won't even on at all make for to her cappuccino turn . disappointed I for something than less 6 months later break to spent that this much money her NOT WORTH THE MONEY",negative
"Very satisfied ! . Usually there a this pad of kind in smell before use but this one and can be directly without wash used , smells fresh 's ( I am such a clean and to weird smells sensitive ) freak",positive
This is about the cheesiest I ever have seen and for the price it is pitiful . The fabric cover very is light The that together goes buckle work to extremely is and my 7 year old granddaughter apart take to it as that is it is for intended who to me come to had hard weight and cheaply sewed . . Looks it really is then much better and I believe it at least for a child easily should operate . seat,negative
So cute ! and good quality,positive
"This planner very has been useful . . ! . and who sees it everyone , loves it It attract great energy The planner is functional and in line , keep me I would suggest purchase to it anyone",positive
I thought then Smaller,positive
on this jacket not Can keep . buttons very cheap poor quality,negative
"I as a photo booth backdrop used . , this great worked",positive
not Does work . ! I a 7 Plus and it doesn’t at all work have,negative
I never recived my order,negative
This nailer is awful . . . . It with brad nails came and it does not them in half way push I up ended causing the wood to damage hammering them the rest and some bent I they so have will to back go to Unfortunately I immediately am returning ordered more that in didnt come brad nail sets,negative
I with this purchase very 'm happy . and can't hubby redeem for to the coupons wait,positive
These absolutely are beautiful ! ! I they too are well made and a great bargain ordering about another round thinking reversible ! ! like ! it with a all the ways wear these to for card comes that,positive
"Their voice response system is very navigate to and to the point where you can actually with a real person speak get . They in the time frame they they will you from us within 48 hours back will ( "" receive an email for instance say don't respond . "" ) Bull I not ever again Ever would . buy . a Square Trade warranty . difficult",negative
"? Cute . . and good as a handle worked Meh keep to afloat my phone n't enough Was strong , but can it easy in shallow or clear water spot to make",positive
"Machine well works , magnet seems than Grainger from machine less strong",positive
in transit Never got broke the olives,negative
"I because it cleaning of ease but have in the hole cram to a little wooden matchstick of piece promised selected . . . . this feeder but the tabs of one the first time I cleaned it across the kitchen and could be not reattached , flew two spring loaded tabs having Instead of unscrew to the the feeder of base are , depressed and the base off pops Great idea I still am using the feeder",negative
"Not actual size . . . . . Runs small a size about half Normally I am an but I in this shoe need an 8.5 you you have if wide feet Also may , want up go to a full size 8 The straps are a little tight",negative
"We Sunday mornings for the youth at our church use ! , . this They great we love them work",positive
They it look way the advertisement appears . you getting like one can than more look to,negative
awesome daily devotional . . . My 15 year old daughter really has enjoyed it Very solid teaching,positive
"storing for - mini my AMA media player perfectly Works . . I that there no secure your device to Velcro strap was complaints , but there actually that to the flat center piece secures it one I so was happy find to that feature is read . It was a perfect what I for needed it for and feels really sturdy and well made fit",positive
Just like the ! picture,positive
"I really like these lights . 2 issues , though : 1 . One end of each string of lights has an approx 1 ” white battery pack . So you have to be able to hide it , unless you ’re ok with that look . I was not . 2 . Also the battery life is short . I left a couple of mine on overnight , and by next morning those strands were dead .",positive
"Very disappointed . . . I For the price , thought they so my grandson could and learn the nursery rhymes hear to the songs would sing the words I at all not do recommend this",negative
it it where out bows At the waist too was big,negative
Not I hoping as was as stretchy .,positive
They are pretty . . . but the pearls started off I out of the package taking as was them falling falling 🙁 about that Not very happy for back together piece to them or the the pearls of more off falling of possibility needing Don’t care,negative
"Product advertised than significantly smaller ran . . . I other reviews but I did not , see it being small about anything read It was form - fitting not and flowy loose",negative
Unless you are a seamstress don’t bother . . It on my little one fits really strange,negative
"scroll to the up or down page clockwise or counterclockwise Rotate . . . the ball I the silver edge did this but I was , wrong thought This fine performs The the website from driver not did windows driver did work . work ,",positive
I for a few months have been using . . the hard side holder but it became for the cards I have carry to of number too cumbersome . And I haven't cards all over the store floor I got since it spilled This one is easier and has more cash for room,positive
"Not great . , open to hard",negative
This was a replacement ones that were the plastic nose clip after minimal use cracked smd broken for . I the we with have seen issues vanquished With for competitive use or practice not would recommend them pair,negative
good little saw . . but the blade cover off after 2nd using company for free quickly replaced it broke,positive
"It on the fan page not only is slots machine . but , winning clubs , contest and the free chips for , best",positive
"The itself knife just is fine ! . . nice , quality and I really , like the case the sharpening tools However not were , sent I Amazon and they and me a return the first one to label gave had reorder me contacted The second Hori Hori no sharpening tools , ... included and you guessed it What a rip off . arrived !! ... I again 'm !! contacting Amazon",negative
"Overpriced french lower level , pate . you like If dog food , this is for . you",negative
These are ok . . They have a strong medicine smell I because they are subscribe & save on choose them,positive
"Works . good but doesn't , seem have to the my a hand mixer of old dinosaur had I in the early 90's back bought that power with it though . Happy ,",positive
for 3 days Worked . and out burned,negative
with sizing Be careful . . . I a size up ordered and they were way too big They of thin materials are constructed but seem very warm,positive
that were suppose hold to batteries Junk . Springs upon opening out fell . ! !!!! Not properly . installed 2 weeks not Will . last Don't I was out of and by one day missed return date town not Can so I am 10 dollars out . reach Amazon buy it,negative
"Awesome sleeves . , great quality",positive
two times Only wear an it change,positive
you them want if don't covering lunch your bag in everything Don't use . . liquids The only about them good thing is their size,negative
"honest Dis seller ! I really This is bull shiz at all not happy . Amazon ! , thought I was getting the I was wanting which the smaller one pair",negative
Daughter likes them but very cheaply made,negative
I I have that so wouldn't style to it bought . this damn thing for that So much,negative
"The shampoo bottle not was sealed . . , The shampoo also has a rotten smell as a result , a it of lot was out in the package spilled",negative
for myself Love . . . this pillow My baby for it doesn't very much care Average price,positive
"Cheap quality . but , functional",positive
"Very install to , and the 3 year ( old ) kiddo can it no problem reach . easy",positive
"The bracket for most bikes is universal . It will need a test fit . The allen head nuts are a weird . about 0.10 "" or 2.5 mm 5 / 16 "" nuts , Captive nuts are start to I . wish . the screws were longer hard size The rear reflector will have be moved to the back rail",positive
Great earnings . . They are beautiful,positive
"Cute together put to easy beds ! . ? . , but the smell is , overpowering perhaps Formaldehyde I the bedding and have the beds outside for 2 days out air to left and they 're still too in my child 's bedroom leave to strong washed Daughter is really that she can't with her Christmas gift yet play upset",negative
"These bookends super are cute . . ! and LOOK great , but they are NOT for kids functional , but they are of shelf decorations and are not functional more They only books up if are they tightly against the books , but it is VERY get in there fit to to the books and they get over very easily pushed difficult hold It 's too of a hassle return to , much I so 'm keeping them",negative
"It is a cute and i dont hate it but honestly it is not the money worth . the binding so is fragile Like , i out just one page and the binding is of kind up and maybe will to apart sooner or later fall start messed ripped . I really was i so not again would repurchase hoping but it sadly not did , love to it it . notebook",negative
Ordered . . two organizers and both they in cracked and scratched after waiting of week came I if there no shipping for fee was then ’d . return . It like case is enough even though it ’s and scratch cracked thick but it ’s not for long term item Going keep to them seems,negative
"it Just described as ’s Very . useful . and a manual machining for , must",positive
A great what 's on in the non-published world going on . read,positive
"I loved . . . the colors but was extremely only after one wear during which I was on soft upholstered furniture , the my house around time of most sitting I just out of my car window threw if it find to the butt in two holes disappointed There should not holes in them after such gentle wear I from this brand ever again won't be . buying be i wanted If away throw to money I 'm I 'd find less disappointment sure",negative
"Great aesthetics . . but very poor and overall construction material the trundle by other least at one review noted As not properly will , fit",negative
"We love . , . ... ! these But These aren't the normal , they are Not that its a problem larger size just want sure you know make to",positive
fine Works . And install to easy,positive
Beautiful jacket . however some people ’s jackets a beautiful floral lining and mine not did but it doesn’t away from the the jacket of beauty take and had for a L return to my Xl but you don’t and that has NEVER to me happened I in another color definitely well as will purchase had The reviews lead believe to you need to up for larger arms and breasts size you . . . 34 I am a muscular arms with DDD,positive
in the cold outdoor for soccer games Great .,positive
Love ! -- these garden claws I own my set and have been as friends and neighbors to gifts buying have,positive
I last night on put . . it and haven't or once mishandled dropped my phone yet it 's somehow already got a fine the glass in crack plus the the protector of very edges won't flat on the screen lie,negative
Far too small . . . Size chart being accurate to not even close Very disappointing,negative
I about five times only have used . . . the whole top also apart came The that adjust the umbrella string broke A rib it broke,negative
"I like . . , it looks sharp and has great night time illumination this watch the automatic movement great works",positive
"is such a hot This book you like If the matchmaker series It so 's I think I read for it just slightly having 'm dumber dumb , It away your IQ points You 'll be it that 's stupid doing yourself a favor sucks I like to the author 's house and demanding that she over and back pay to my time mow my lawn come going . feel . . . , skip . . this one mess",negative
Cool backpack . Zippers are a little cheap,positive
These do smell . nice but they don't well or away keep to bugs work stick,negative
The Bluetooth app kinda sucks it doesn’t have any preset colors or modes it would be if I could it up other then that the lights are for the price ok with my color changing light bar hook nice I would expect a little more,negative
for my party Perfect,positive
"The cable extremely is stout . . . and the tips are extremely and well made strong it to a ( degree ) resist as to well so snags or crimps is , braided I the velcro strap as and for storage appreciate that It is a little for a USB cable pricey but it 's definitely it I so not with a broken cable I least suspect when it dealing 'm worth like",positive
"This the lip / cap on stay if would would be great . . But a a silicone pouch on hard cap is . impossible You squeeze and the cap up around the edges and off instantly , everywhere getting batter / icing pops fills",negative
"Had . . . rewrite to review Charger within 10 days broke the company to anyone who writes a positive review Furthermore of the here reviews most so clearly are fake , offers 5 $ gift card",negative
"It does protect . . . the screen but seriously hampers your on the screen especially with the edges of / 2 about 1 inch use , your finger to ability it you use If the pen perfectly I for a different solution am looking works but otherwise quite frustrating",negative
"The macro lens quite often works . . . . , the time of only about 10 that no matter you how carefully place ( the camera can't be removed % which is a big A them of couple disappointment without a the phone on ( case ... it just isn't a functioning ) even without a case attached when lens , , were very well as , even with a very slim my iPhone 7 on case , they Mostly just 're fuzzy , . The rest after a trying of months of even without the ) case couple Really really not , worth the purchase disappointing get black edges / corners effect",negative
The I ever 've had best earl grey - its the only i now 'll drink !! one,positive
Ordered . - . chocolate milk and did not receive it and I then learn that this item is for return ineligible My child hates it tasted the I received one . So I am with Milk I didn’t order that of 30 $ worth stuck,negative
"This product came ! . . defective I missed the return window I . had . to a special key store who me 60 $ to and cut my key , only to out that the key was defective find program and they were anyway charge to me going and they don’t a the time of lot work charged take to it So now I ’m 100 $ , I just had when could have of it in the first place take care the dealer out and so now I ’m even more frustrated They me people from Amazon all the time bring keys told",negative
Really nice fit . and good material,positive
around the toes Not well made . Little tie out sticks,negative
"I got ! ! the Black on Black one and I love it I out or to work everyday going can wear it No just the and date time ! gadgets , it also ’s comfortable and will the leather in breaks when even more get so far no issues",positive
"Adhesive within application of 8 days completely out gave . . . . , just off phone they since removed since have the "" Amazon "" Choice designation fell and won't now When it was on phone adhere the this off of glare was Phone was almost in car or outside glare obscured because phone Horrible product unusable horrible if not for the "" Amazon 's "" Choice not Would have Amazon refund like should who especially purchased this everyone feel . purchased , us our money back give",negative
of a quality Not I thought as I would be getting as good . . . I because they were and already had rust sharp around the edges put painters tape It in some places also was dented,negative
"This particular Pop ! is of lower , which why it was an "" add - "" on explains . You at the Benny 's head of back can see the glue show to you you what for pay , get Just I as an add "" - on "" not again will be buying something . goes . , and the his face on paint job is than less stellar . quality",negative
I by this stuff swear . .. . . I in public I feel as in my throat funky anything as soon work i on airplanes where the air is at best questionable Especialy use it travel for Good size,positive
they only out the four 2 are nice .. .... .. . . altho over a wood would go I over my Hybrid not even could get the other two one for just 2 weeks using after also has a it in hole the hole not is that possibly could be stressed not again would buy anywhere,negative
"charms are bright . , nice painted",positive
"I many times bought , very good products",positive
"These are see you at all bend if ... they you bend If dont are for you . , perfect . through",negative
Good product . . but some may the accelerator cover install to difficult find significant manual strength and instructions could be better Takes,positive
I as a my dad for birthday gift bought . ! . this product He absolutely it and so I It exactly advertised as 's did loved,positive
These are by far the worst I ever saw . Quality is horrible and the plates are poorly not worth the you pay money made . plates,negative
"I ’m this item I received had it would ’ve been great , . They to some stranger delivered it and , let for it sign and , keep it him . sure",negative
pc builds and any electronic project for A must have . It like a many interesting different brands and dimensions from specs with datasheet also works,positive
"I for the my shower of corner purchased . . . this Instructions were simple follow to , easy I ’ve it up for a month now and it seems sturdy and doing the job had My only complaint so far . , is that I the hooks with shelfs and I received without ones ordered",positive
These headphones needed . be returned to they never worked,negative
with kids for candies as a shower gift filled Beautiful .. . Lol,positive
These are great !!! ! Definitely get the strawberry ones,positive
"Really like . . . the crank arm set I did have pinch to bolts they loosen Because would add . to more blue loctite Not a big , deal with it still very happy",positive
"with this glitter adhesive vinyl Very pleased . . . . . . I so this was for my project perfect needed small sheets and an colors of assortment It with my 2 Cricut Explore air custom glitter vinyl ( settings ) , perfectly cut I ensure to my settings were correct 1st did a test cut It like butter cut and weeded and was the perfect my project for touch with the product and colors of assortment Very pleased",positive
in the past for my husband Purchased . . They very are large and good quality,positive
"like fake Huggies Seem , . I some from costco was awesome , diapers but these are too light bought leaking on keep",negative
didnt like the the sheets on it with feel way,negative
it although a do this necessary step to pain is required,positive
"The ordering process super was easy . . . , the product quickly shipped and was in perfect order received these snack bars are Even better , tasty great and amazing flavor , consistency I every day as a quick snack in between meals 'll eat these",positive
in the March Bought . . this product and my right headlight has out now twice but for whatever reason the bulbs of one is faulty gone Lights look great,negative
"The this system on main feature , the wireless charging dock just after 5 months , stopped charging . doing After a little research , it ’s a very common !!!! complaint",negative
Came . . . missing pieces Incredibly to together the top part put Tricky flimsy . n’t again Would buy this,negative
"Awesome . it in a 10 of pack for way than autozone or else anywhere cheaper 8 $ came , that but the only thing is that it 's not I hope as as but it and I 'm with it happy does it need do to what bright",positive
single me like people for Nice size . . . . . Instructions say for 3.5 minutes microwave it I my rice a little more softer so after the 3.5 minutes I more water and for another 2 minutes microwave it add like I just wish they they do as as much didn't cost cup per One dollar is a bit high,positive
I then less three months ’ve had . these and they have all working and will not charge my iPhone stopped,negative
for my face Too big .,negative
We love . ! it perfectly Works Good coverage,positive
it working because is Giving . ” . . . ONLY two stars Item is looks as it three small chunks / scrapes on it and had it on finger print smudges has have been dropped to used ... Box was sealed and item looked in box “ new I by far ’ve noticed I by this seller sold about being a used product complain to not ’m the first,negative
once it was in the water the pouch camp up in letting water opening not Did work . thank my phone is waterproof God,negative
I very much like . . . Does exactly I expected what this phone holder It not is bulky purple of Pretty . shade,positive
"here see to special Nothing . . . . but certainly not the worst but it significantly the the earbuds of sound I help to protect the the product of longevity so removed them dulls , not the best cheapo earbuds Comfy and in well for the treadmill enough stay Only "" complaint "" would be the small plastic to the drivers covering the openings of bit I 'm it was there sure",positive
I 've owned . !! much more expensive mats / tried and haven't found that than this one any better performs on and it is truly clean to easy but I will this one was a great the money for buy say There so many out there today and its to through them of all or to truly which is better know filter hard are,positive
