text,label
"The headphones are slightly the head on . The noise canceling is and the sound quality is good good . I would definitely these headphones for the average listener buying . You are not to be away by the noise or sound quality cancellation blown , but I a good headphones of set overall going recommend . heavy",positive
"I really this movie ! It did a little cg 'ish my 4 k TV on though look . But that is the TV 's , not the movie fault . liked",positive
Poor quality money of .. It only a week lasted . Don't your money waste . waste,negative
"I this the most and authentic satisfying cooking in use for taste has , and the price it many smaller containers of the purchase against saving for good makes . you enough it use if you that much it use don't If , you 're on a smaller size more per ounce out forking off better . found",positive
I this mirror ! Super and a lot what than I it be was gonna thought bigger cute . love,positive
"I have some results . one treatment After , the next day my nails cleaner looked . It 's been a now and still good things even slowly moving are though results week . This is the best I other products of years after that found have . I some hope now have product . noticed",positive
I the ramp down sliding . it Returned . This is too well as airlines on travel to big . It would almost up an entire large suitcase take . kept,negative
You the this kit in chest strap attachment is super . that thing on motocross riding when yesterday and up some killer shots with came Strapped . I I was even it the time of most wearing forgot sick,positive
It so long the bill in take to don’t I 3 bought my store not the money worth is for buy 30 $ is fare takes,negative
well now it will closed stay hope Worked,positive
They are very good . there with work to soft . gloves,positive
The product was but I can't the product return . damaged,negative
"I a 16 slot organizer for , i a 12 slot . frusterated recieved . now i to out if it 's it this **** of piece of sender cause to return to worth figure have . DO NOT this company from order !!!! plus they me for the more expensive one too charged !!!!! & they the wrong color sent !!! will i a response get can when update paid",negative
My whole box melted came,negative
"I 'm not a , was just to light I offer on up selling was things of pictures taking when improve trying . It a bit helped . photographer",positive
"6 , anyway I measure .. I large 2 "" "" pieces and they were VERY small seems order .. won't be them buyer again SNS ordering .. inches",negative
DEADLY ! these my dog s collar on because she our yard sometimes and I to be to her fast find able want escapes put to Purchased . this open a few days time in chewed Had . Button batteries are to and pets children Do not the chance your loved ones with take DO NOT BUY deadly ! ! ! DESIGN,negative
Very poor . Also very and could not the imprint well see messy . Was also the edges along discolored . material,negative
"Maybe I too much earbuds out of , they even "" durable "" 're if , but I was nevertheless when these than less six months I them got after , working a bit on the lower ends heavy if stopped disappointed . One side out first , and then the other suit followed . Cordless ear buds are and more more favorable looking . went . The sound was , good the price for continual use of only three months with the job done Gets . except",negative
The cups are and sturdy . my baby shower for Great . good,positive
"what is to do supposed , but not for long wear , it his groin area irritated . He was and in pain days of a couple for sensitive . Does",positive
The stories of group are well together . It is them through going nice . put,positive
slide in third use on opened Huge gash,negative
meh I say can all is,negative
Beautiful . early Came . design,positive
No more single me for . This one big no bathtub for slip piece is ! A little on put to but place in and we don't slip stays tricky great . pieces,positive
I this an older dirt devil replace to but the one is like it 's cheap cousin . It pretty well the I it use little for but it doesn't sturdy all at feel works . I don't it would be for daily or high traffic places use good think . bought,negative
the and mud straw the house out of . life a lot easier Makes . It and good looks works . Keeps,positive
"Unfortunately we didn't to these test vacation on we went until , and our order of 1/3rd was , and it was past the return deadline broken . Otherwise would have been a great deal . think",negative
. 1 The product with a very high chemical smell laden . . 2 The pads have my glass aquarium scratched . I would not this product recommend . came,negative
I both The black it that with the pumped milk in go can tiny black lints leaves as I don't recommend one colors . . I didn't with the pink one the issue find . got,positive
I the box and the between the and the seat base part was not enclosed . I out the company to and they do not parts so I to exchange have carry reached . I do not I this re-purchase will if know . received,negative
"Opening is the down settle to a little cheap smell but then back up a while after picks starts , good cheap fragrance good",positive
Case ... The magnet was so it would not together the case up hold to stay weak returned,negative
"They me sealing two rings . them of One was , so I them texted and they me a new sealing rings of set sent broken sent",positive
"The smell is too I wouldn’t this my baby girl on I probably wouldn’t it all the time either wear put , . strong",negative
a tonneau cover of installation for the stake 2 holes cover to I my GMC 2017 Sierra on these installed .,positive
"Nice compact , but unfortunately mine working one day it receiving after stopped . design",negative
"the hair brush straightener . a heat protector using After , my hair out and straight smooth turned . Loved",positive
"I this a table centerpiece to an add "" - on "" as . I a hair piece butterflies instead of received ... ordered",negative
I the dress M but it so and long stretched came . order,negative
I my bike my front porch on and I ’m always that the elements will it to get worried . This cover completely that problem . solves The fabric is and easily it over fits durable . I especially that easy bike my lock for access . I would definitely purchasing recommend love . store,positive
Not . a month than Less and is to off peel starting . happy,negative
"I loved the cover , but it wouldn't fit on my new 10 "" thick futon mattress . So I will have to return it .",positive
"Sound quality is battery life is stated 's what near , but ; but the old adage you you for pay what get is nothing . They only about two hours a 52 hour ( charge ) after last They also modes their own on switch . . I 'll be and suddenly them of one will REVIEWS WRITING BEFORE announce , or they might both playing stop it REVIEWERS its operating mode changing 's WOULD ( I FOR A FEW DAYS PRODUCTS USE WISH listening . You might up with just the left bud to work continuing end . Very the other reviews read having after disappointed . . ) acceptable",negative
than less 3 years occasional use for Lasted .,negative
"I 'm really this item with . I am always the morning in and never my earrings through look to time have , so I up the same ones months for wearing end rushing . This book it so to earrings organized keep easy . I 'm to my all earrings again wearing start excited makes . Cheap and good quality price pleased",positive
", to install easy and wrap around case for too perfect ! Thin",positive
They have me a broken guitar . delivered,negative
Bristles apart handle from and bamboo is not with a nice smooth finish treated . like a dry wood of piece every you brush time Feels . break,negative
So together put to !! And it multiple pot sizes fits that love . You can’t it ’s inside pot with . But expected than thinner adjustible tell . easy,positive
Poor . Zipper was it on getting before broken quality,negative
Did n’t my bike on and the fuse blowing kept . Company to the problem my bike was with say tried . else someone from and this returned Ordered work,negative
Very . I wealthy I it wearing am when feel . comfortable,positive
For and rain glare very . the last my post of looks was but I this pr. a more stable frame have may believe better good,positive
Like the other reviewers I 've with stripped and wires in getting difficulty screws issues . Not the hassle worth . had,negative
what it to do supposed Does,positive
"I this my refrigerator of the side on work at . For the most part I really it and it I it to do expect what does like . If I a little too rambunctious get , I have the whole thing the refrigerator off of , so I it would be perfect and 5 it a bit it on stronger magnet had if stars think pulled . use",positive
I this product my upper and arms back strengthening for . I only the heavy band and it well works use . I I the other two weaker strengths use ’ll doubt . use,positive
"This streaks and everywhere smears . I wouldn't this stuff again touch . it Even free was if , I 'd it out toss leaves",negative
"I this my mother for Mother 's Day for . She this machine the first month but has it with problems but nothing for the last 4 months had LOVED . It brewing while and it doesn't even on sometimes turn leaks . . Now , it won't even on all at her cappuccino make for to turn Extremely that I this much money than less 6 months later break to something for spent disappointed . her NOT THE MONEY WORTH ! ordered",negative
"Very . Usually there a this pad of kind in smell use before , but this one fresh and can be directly wash without used smells 's ! ( I am such a clean and weird smells to sensitive ) freak satisfied",positive
This is about the cheesiest I ever seen have and the price for it is pitiful . The fabric cover is very light and cheaply sewed The that together goes buckle is extremely work to and my 7 year old granddaughter to me to it as that is it for intended is who apart take to come had hard weight . . much it really is then better Looks and I it should least at easily a child for operate believe . seat,negative
So and good quality ! cute,positive
"This planner has been very , and who it sees everyone it loves . It great energy attract ! The planner is , and me line in keep functional . I would anyone to it purchase suggest . useful",positive
I thought then Smaller,positive
Can not buttons this jacket on . very cheap poor quality keep,negative
"I this a photo booth backdrop as , great worked . used",positive
Does not ! I a 7 Plus and it doesn’t all at work have . work,negative
I never my order recived,negative
This nailer is . It brad nails with and it does not them half way in push came . I up them the and some bent rest the wood to damage causing hammering ended . . I am immediately returning Unfortunately I that in come didnt more brad nail sets so they will to to back go have ordered awful,negative
I 'm very this purchase with and can't hubby the coupons redeem for to wait . happy,positive
These are absolutely ! I that it these wear to all the ways for a card with comes ! they are too ! well and a great bargain made ! another round ordering about thinking reversible like ! beautiful,positive
"Their voice response system is very to navigate and the you with a real person where actually speak can point to get . They don't the they instance for they ( "" you will an email back us from 48 hours within receive will say time frame in respond . "" ) Bull . I would not a Square Trade warranty ever again . Ever buy . difficult",negative
"Meh ? and good a handle as worked . Was n't enough to my phone afloat keep , but can it or clear shallow water in spot to easy make strong . Cute",positive
"Machine well , magnet less Grainger from machine than strong seems works",positive
Never the olives broke transit in got,negative
"I this feeder because it cleaning of ease but to a little wooden matchstick of piece the hole in cram have promised . Instead of to the feeder of the base unscrew having , spring loaded two tabs are and the base off pops depressed . Great idea , but the first I it cleaned time the tabs of one the kitchen across and could not be reattached flew . I am still the feeder using . selected",negative
"Not actual . a small size about half Runs . Normally I am an but I an 8.5 this shoe in need Also you wide feet have if , you may to up a full size go want 8 . . The straps are a little tight . size",negative
"We this Sunday mornings the youth for our church at . They great we them love work , ! use",positive
They it look way the advertisement to you one can than more getting like look . appears,negative
awesome daily . My 15 year old daughter has really it enjoyed . Very solid teaching . devotional,positive
"perfectly my - mini AMA media player storing for . I that there no your device secure to Velcro strap was complaints , but there actually that to the flat center piece it secures one so I was to that feature find happy is read . It was a perfect I for it needed what for and really and well made sturdy feels fit . Works",positive
Just like the ! picture,positive
"I really like these lights . 2 issues , though : 1 . One end of each string of lights has an approx 1 ” white battery pack . So you have to be able to hide it , unless you ’re ok with that look . I was not . 2 . Also the battery life is short . I left a couple of mine on overnight , and by next morning those strands were dead .",positive
"Very . the price For , I they would the words the songs to so my grandson could and learn the nursery rhymes hear sing thought . I do not this all at recommend . disappointed",negative
it where out bows it too the waist At big was,negative
Not I hoping was as as stretchy .,positive
They are but the pearls off the package out of I them taking was as falling falling started . Not very that about happy . Don’t for to them back together piece or the the pearls of more off falling of possibility needing care . 🙁 pretty,negative
"Product advertised than significantly smaller . I other reviews , but I did not it small about being anything see read . It was form - not and flowy loose fitting . ran",negative
Unless you are a seamstress don’t . It really strange my little one on fits . bother,negative
"the ball or counterclockwise clockwise the or down up page scroll to . I the silver edge this did , but I was wrong thought . This fine performs . The the website from driver did not , windows driver did work work . Rotate",positive
I have been the hard side holder for a few months but it too I to carry have cards of the number for cumbersome became . This one is and cash for more room has easier . And I haven't cards all over the store floor I it got since spilled . using,positive
"Not , open to hard . great",negative
This was a replacement minimal use after the plastic nose clip cracked smd that broken were ones for . the we with seen have issues vanquished With I would not them for competitive or practice use recommend pair,negative
good little but the blade cover off 2nd using after company quickly it free for replaced broke . . saw,positive
"It is not only slots , but , contest , and the free chips for best clubs winning the fan page on . machine",positive
"The itself knife is just , nice quality , and I really the case like . However , the sharpening tools were not sent . I Amazon and they me reorder and me a the first one return to label gave had contacted . The second Hori Hori ... you it guessed and no sharpening tools , ... included !! What a rip off arrived !! I 'm Amazon again contacting ! fine",negative
"Overpriced , lower level french . you dog food like If , this is for . you pate",negative
These are . They a strong medicine smell have . I them because they are & save subscribe on choose ok,positive
"good , but doesn't to the my a hand mixer of old dinosaur had I in the early 90's back that bought power have seem . it with , though Happy . Works",positive
3 days for and out burned . Worked,negative
Be sizing with . I a size up and they were way too big ordered . They are thin materials of but very warm seem constructed . careful,positive
that were to batteries hold suppose Junk . Springs out opening upon . Not properly installed . Will not 2 weeks last !!!! Don't it I was out of and return date one day by missed town . Can not Amazon so I am 10 dollars out reach buy ! . fell,negative
"Awesome , great quality . sleeves",positive
Only two times an it change wear,positive
Don't liquids if you don't them lunch your bag in everything covering want . The only them about good thing is their size . use,negative
"Dis honest ! I really I the I which the smaller one wanting was pair getting was . This is bull shiz , not all at happy ! Amazon thought seller",negative
Daughter them but very cheaply made likes,negative
I this damn thing so that I wouldn't to it style have . So that for much bought,negative
"The shampoo bottle was not , a result as , a it of lot was out the package in spilled . The shampoo also a rotten smell has . sealed",negative
this pillow myself for . My baby doesn't very much it for care . Average price . Love,positive
"Cheap , but functional . quality",positive
"Very install to , and the 3 year ( old ) kiddo can it no problem reach . easy",positive
"The bracket is most bikes for . It will a test fit need . The allen head nuts are a weird . about 0.10 "" or 2.5 mm 5 / 16 "" nuts , Captive nuts are to start . I the screws longer were . wish hard size The rear reflector will to be the back rail moved have universal",positive
Great . They are beautiful . earnings,positive
"Cute , together put to easy , but the smell is overpowering . perhaps Formaldehyde ? I the bedding and have the beds outside 2 days for out air to left and they 're still too my child 's bedroom in leave to strong washed . Daughter is really that she can't her Christmas gift with yet play upset ! beds",negative
"These bookends are super and great LOOK , but they are NOT kids for functional ! They only books up if are they tightly against the books , but it is VERY to the books to there in fit get and they get over very easily pushed difficult hold . It 's too a return to hassle of , much so I 'm them keeping , but they are shelf decorations of and are not functional more . cute",negative
"It is a cute and i dont it hate but honestly it is not the money worth . the binding so fragile is Like , i out just one page and the binding is of kind up and maybe will to apart or later sooner fall start messed ripped . I was really to it it love but sadly it not , did so i would not again repurchase hoping . notebook",negative
two organizers and both they in and scratched cracked waiting of week after came . I ’d then if there no shipping for fee was return . It like case is enough even though it ’s and scratch cracked thick to them keep but it not long term item ’s for Going seems . . Ordered,negative
"it Just described ’s as . Very , and a manual machining for must . useful",positive
A great in the non-published world on going 's what on . read,positive
"I the colors but was extremely I which during soft upholstered furniture on the my house around time of most sitting , was only one wear after the butt in two holes if I just it my car window out of threw find to disappointed . There should not holes them in such gentle wear after . I won't be this brand from ever again buying be . If i to money away throw wanted I 'm I less disappointment find 'd sure . loved",negative
"Great but very poor and overall construction material . other least at one review by noted As , the trundle will not properly fit . aesthetics",negative
"We these ! ... But These aren't the normal , they are Not that its a problem larger size . , just to you know sure make want . love",positive
fine . And install to easy Works,positive
Beautiful however some people ’s jackets a beautiful floral lining and mine not did but it doesn’t away the jacket of the beauty from take and to my Xl a L for return had but you don’t and that has NEVER me to happened I will definitely another color in well as purchase had The reviews you to you to up for larger and breasts arms size need believe lead . . . 34 I am a muscular arms with DDD . jacket,positive
the cold in outdoor soccer games for Great .,positive
these garden claws -- I my own set and have been to and neighbors friends gifts as buying have ! Love,positive
I it on last night and haven't or once mishandled my phone dropped yet somehow it 's already a fine the glass in crack got . plus the the protector of very edges won't flat the screen on lie . put,negative
Far too . Size chart not even accurate being to close . Very disappointing . small,negative
I have only about five times . The that the umbrella adjust string broke also the whole top apart came . A rib it broke . used,negative
"I this watch , it sharp and great night time illumination has looks . the automatic movement great works . like",positive
"is such a hot This book . It 's so , I I 'm just slightly having it read for dumber think dumb . It away your IQ points it 's that stupid You 'll be yourself a favor doing sucks . I like the author 's house to and that she over and my lawn back my time pay to mow come demanding going feel . you the matchmaker series like If , this one . . skip mess",negative
Cool . Zippers are a little cheap backpack,positive
These do nice but they don't well or away bugs keep to work stick . smell,negative
The Bluetooth app kinda it doesn’t any preset or modes colors have it would be with my color changing light then that the lights are the price for ok other bar I it up hook could if nice I would a little more expect sucks,negative
my party for Perfect,positive
"The cable is extremely , it is a ( degree ) to or crimps snags resist so as to well braided and the tips are extremely and well made strong . I the velcro strap as and that storage for appreciate It is a little a USB cable for but it 's definitely it so I 'm not with a broken cable I least it suspect when dealing worth pricey like . . stout",positive
"This would be the lip / cap on stay would if . But a a silicone pouch on hard cap is impossible . You and the cap up the edges around and off instantly , everywhere / icing batter getting pops fills squeeze . great",negative
"to review rewrite . Charger 10 days within broke . Furthermore , the company 5 $ gift card who a positive review writes anyone to so of the here reviews most are clearly fake offers . Had",negative
"It does the screen but seriously the screen on the edges of especially about / 2 1 inch with your finger use , to your ability hampers . you the pen use If it perfectly but otherwise quite frustrating I am for a different solution looking works . . protect",negative
"The macro lens only about 10 the time of that you how carefully the camera place ( no matter removed can't be % , which is a big A them of couple disappointment the phone on a ( case without ... it just isn't a functioning ) even a case without attached when lens . , , were very well as , even with a very slim on my 7 iPhone case , Mostly they 're just , fuzzy . The rest trying of months of even without the ) case a couple after Really , really not the purchase worth disappointing . black / corners edges effect get quite often . . works",negative
The I ever had 've best earl grey - its the only i now drink 'll !! one,positive
chocolate milk and did not it receive and then I that this item is return for ineligible learn . My child the I received one it hates tasted - . So I am I that order didn’t Milk of 30 $ worth with stuck . Ordered,negative
"This product defective . I the return window missed . I to it to a special key who me 60 $ to and cut my key , only to out the key defective was that find program and they were to me anyway charge going and they don’t the time of a lot work charged store take . had . So now I ’m 100 $ , when I could have just the dealer care it of in the first place take had out and so now I ’m even more frustrated They me people keys Amazon from all the time bring told ! came",negative
Really nice and good material . fit,positive
Not well the toes around . Little tie out sticks made,negative
"I the Black on Black one and I it love ! I can it or to work out everyday going wear ! No just the and date time , gadgets it ’s also and will even the leather in breaks when more get comfortable so far no issues ! got",positive
"Adhesive completely out application of 8 days within , just phone off they since the "" Amazon "" Choice designation removed have since fell and won't now it phone was When on adhere . the this off of glare was Phone was almost in or outside car glare phone obscured because Horrible product unusable horrible . . Would not have if not for the "" Amazon 's "" Choice , Amazon who especially this purchased everyone refund should like feel purchased . us our money back give . gave",negative
Not I I getting would be thought as as a quality of . I painters tape the edges around because they were and already rust had sharp put . It was also some places in dented . good,negative
"This particular Pop ! is of lower , which it was an "" add - "" on why explains . You can the glue Benny 's head of the back at see , and the his face on paint job is than less stellar . Just to you what you for pay , get show . I will not be something an add "" - on "" as again buying goes . quality",negative
I this stuff by . I public in I my throat in funky anything feel as as soon work i it Especialy the air best at where questionable is airplanes on use . .. Good travel for size . swear,positive
altho they are only out the four 2 would a wood over go . the other two I could not even my Hybrid over get . also just 2 weeks for using after one it in a hole has .. the hole is not that possibly stressed could be would not again buy anywhere .... .. nice,negative
"charms are , nice painted . bright",positive
"I many times , very good products bought",positive
"These are see all at you bend if ... . you bend dont If , they are you for perfect . through",negative
Good but some may the accelerator cover install to difficult find . significant manual strength and instructions could be better Takes . product,positive
I this product my dad for a birthday gift as . He absolutely it and so I It exactly advertised as 's did loved ! . bought,positive
These are far by the worst I ever saw . Quality is and the plates are poorly not the you pay money worth made horrible . plates,negative
"I ’m this item would ’ve been , I it received had great . They it some stranger to , and him it for , and it keep sign let delivered . sure",negative
A must for pc and any electronic project builds . It also many interesting from different and dimensions brands specs with a datasheet like works have,positive
"I this my shower of the corner for . Instructions were , follow to easy simple . I ’ve it up a month for now and it and the job doing sturdy seems had . My only complaint so far , that I hooks with the shelfs and I without ones received ordered is . purchased",positive
These headphones to be returned they never worked . needed,negative
kids for candies with a shower gift as filled Beautiful .. . Lol,positive
These are ! Definitely the strawberry ones get !!! great,positive
"Really the crank arm set . I did to more blue loctite bolts pinch to . they loosen would Because add have . Not a big , deal still very it with happy . like",positive
"Very with this glitter adhesive vinyl . I small and an colors of assortment sheets so this was my project for perfect needed . It perfectly with my Cricut Explore 2 ( custom , glitter vinyl ) settings air cut . I a test cut 1st my settings correct were ensure to did . It and weeded butter like and was the perfect my project for touch cut . Very with the and colors of assortment product pleased . pleased",positive
the past in my husband for . They are very and good quality large . Purchased,positive
"fake Huggies like . I some costco from , was awesome diapers but these are too light bought , leaking on keep Seem",negative
the the sheets on it with feel way like didnt,negative
although a this necessary step do to pain it required is,positive
"The ordering process was super , the product quickly and was perfect order in received shipped . Even better , these snack bars are , great and amazing flavor consistency tasty . I 'll these every day as a quick snack meals in between eat . easy",positive
this product the March in and my right headlight has out now twice but whatever reason for the bulbs of one is faulty gone . Lights great look . Bought,negative
"The main this system on , the wireless charging dock feature , charging just 5 months after . a little research doing After , it ’s a very common !!!! complaint stopped",negative
missing pieces . Incredibly . to together the top part put Tricky flimsy . Would n’t this again buy . Came,negative
"that it 10 of a pack in than or else anywhere autozone way cheaper 8 $ for , came but the only thing that it 's not I hope as as but it it to do need what and I 'm it with happy does bright is . Awesome",positive
Nice single me like people for . Instructions 3.5 minutes for it microwave say . I my rice a little more softer so the 3.5 minutes after I more water and it another 2 minutes for microwave add like . I just they do as as much they cost didn't cup per One dollar is a bit high wish . . size,positive
I ’ve these then less three months and they have all working and will not my iPhone charge stopped . had,negative
Too my face for big .,negative
We it ! perfectly Works . Good coverage love,positive
ONLY two stars it working is because . Item is ... to have been as it three small / scrapes chunks it on and it on finger print smudges had has dropped looks used . Box was and item “ box in new looked sealed . ” I ’ve far by I ’m not the this seller by a used product sold being about complain to first noticed . Giving,negative
Did not once it was in the water . the pouch camp up water in letting opening God my phone waterproof is thank work,negative
I this phone holder very much . exactly I expected what Does . It is not bulky . Pretty purple of shade . like,positive
"special here see to , not the best cheapo earbuds but certainly not the worst . and in the treadmill for well enough stay Comfy . Only "" complaint "" would be the small the drivers to the openings covering plastic of bit . I 'm it there was sure but it significantly the earbuds of the sound to the product of the longevity protect help so I them removed dulls . Nothing",positive
I 've / tried much more expensive mats and haven't that this one than any better performs on found and it is truly to clean easy !! There so many out there today and its to them of all through or to truly which better is know filter hard are but I will this one was a great the money for buy say . owned,positive
